,week_end_date,metro,state_id,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
5806,7/25/2020,houston-the woodlands-sugar land, tx,26420,"houston-the woodlands-sugar land, tx",7,4.4,-28.6,-2,-3.8,-10.6,1.8,-42.5,-1.9
5807,7/25/2020,miami-fort lauderdale-west palm beach, fl,33100,"miami-fort lauderdale-west palm beach, fl",8,0.0,-12.1,20,20.6,-1.2,0.6,-25.0,-0.7
5808,7/25/2020,atlanta-sandy springs-roswell, ga,12060,"atlanta-sandy springs-roswell, ga",9,7.7,-38.9,-2,-3.8,-19.3,2.6,-47.4,-1.3
5809,7/25/2020,boston-cambridge-newton, ma-nh,14460,"boston-cambridge-newton, ma-nh",10,13.5,-31.3,-14,-27.5,7.6,5.0,-38.1,-1.1
5810,7/25/2020,san francisco-oakland-hayward, ca,41860,"san francisco-oakland-hayward, ca",11,16.7,-14.1,-1,-2.8,7.5,2.9,-20.3,-0.7
5811,7/25/2020,detroit-warren-dearborn, mi,19820,"detroit-warren-dearborn, mi",12,7.7,-38.5,2,5.4,-24.0,2.3,-52.6,-2.2
5812,7/25/2020,phoenix-mesa-scottsdale, az,38060,"phoenix-mesa-scottsdale, az",13,7.6,-43.4,-10,-17.9,-4.5,5.8,-55.7,-3.0
5813,7/25/2020,seattle-tacoma-bellevue, wa,42660,"seattle-tacoma-bellevue, wa",14,5.8,-30.5,-5,-13.2,4.7,5.5,-50.1,-2.9
5814,7/25/2020,minneapolis-st. paul-bloomington, mn-wi,33460,"minneapolis-st. paul-bloomington, mn-wi",15,4.3,-27.3,0,0.0,-4.8,3.1,-46.1,-2.1
5815,7/25/2020,riverside-san bernardino-ontario, ca,40140,"riverside-san bernardino-ontario, ca",16,7.4,-53.4,-3,-5.5,-21.8,5.3,-71.7,-3.1
5816,7/25/2020,tampa-st. petersburg-clearwater, fl,45300,"tampa-st. petersburg-clearwater, fl",17,6.4,-38.5,-1,-1.7,-12.7,3.2,-40.4,-0.6
5817,7/25/2020,san diego-carlsbad, ca,41740,"san diego-carlsbad, ca",18,10.6,-43.5,-3,-7.1,-13.6,5.3,-54.6,-2.0
5818,7/25/2020,st. louis, mo-il,41180,"st. louis, mo-il",19,8.7,-35.8,1,1.7,-14.7,2.7,-42.5,-1.1
5819,7/25/2020,denver-aurora-lakewood, co,19740,"denver-aurora-lakewood, co",20,8.7,-34.0,-2,-5.3,-5.4,4.3,-39.6,-1.5
5820,7/25/2020,baltimore-columbia-towson, md,12580,"baltimore-columbia-towson, md",21,7.2,-50.0,-8,-15.7,-18.1,4.7,-50.8,-0.6
5821,7/25/2020,pittsburgh, pa,38300,"pittsburgh, pa",22,25.0,-34.1,-8,-13.1,-8.6,2.9,-38.0,-0.7
5822,7/25/2020,portland-vancouver-hillsboro, or-wa,38900,"portland-vancouver-hillsboro, or-wa",23,5.3,-42.0,3,7.1,-11.1,4.8,-33.8,0.8
5823,7/25/2020,charlotte-concord-gastonia, nc-sc,16740,"charlotte-concord-gastonia, nc-sc",24,5.5,-44.8,-5,-9.8,-17.2,4.3,-61.7,-3.3
5824,7/25/2020,orlando-kissimmee-sanford, fl,36740,"orlando-kissimmee-sanford, fl",25,-1.2,-17.6,2,3.4,1.0,1.7,-28.1,-1.2
5825,7/25/2020,cleveland-elyria, oh,17460,"cleveland-elyria, oh",26,16.3,-47.5,-5,-9.1,-18.1,4.7,-58.2,-2.1
5826,7/25/2020,cincinnati, oh-ky-in,17140,"cincinnati, oh-ky-in",27,23.2,-48.6,-2,-4.1,-32.6,3.1,-54.6,-1.2
5827,7/25/2020,san antonio-new braunfels, tx,41700,"san antonio-new braunfels, tx",28,4.5,-32.5,2,3.6,-11.2,2.3,-58.1,-3.9
5828,7/25/2020,sacramento--roseville--arden-arcade, ca,40900,"sacramento--roseville--arden-arcade, ca",29,6.0,-46.9,-1,-2.4,-11.0,6.4,-61.9,-3.3
5829,7/25/2020,kansas city, mo-ks,28140,"kansas city, mo-ks",30,12.9,-45.9,1,2.0,-30.1,2.7,-57.8,-2.1
5830,7/25/2020,columbus, oh,18140,"columbus, oh",31,8.8,-45.3,-4,-9.5,-25.4,4.1,-60.8,-3.9
5831,7/25/2020,indianapolis-carmel-anderson, in,26900,"indianapolis-carmel-anderson, in",32,3.8,-44.1,0,0.0,-31.9,2.1,-49.0,-1.2
5832,7/25/2020,las vegas-henderson-paradise, nv,29820,"las vegas-henderson-paradise, nv",33,6.1,-14.2,0,0.0,-0.5,1.3,-53.7,-5.0
5833,7/25/2020,austin-round rock, tx,12420,"austin-round rock, tx",34,6.8,-35.6,-7,-14.0,1.7,4.6,-56.9,-3.9
5834,7/25/2020,nashville-davidson--murfreesboro--franklin, tn,34980,"nashville-davidson--murfreesboro--franklin, tn",35,3.5,-30.6,-6,-16.2,-19.6,1.7,-37.6,-0.9
5835,7/25/2020,san jose-sunnyvale-santa clara, ca,41940,"san jose-sunnyvale-santa clara, ca",36,9.1,-27.5,-6,-15.4,15.5,5.7,-39.8,-2.2
5836,7/25/2020,virginia beach-norfolk-newport news, va-nc,47260,"virginia beach-norfolk-newport news, va-nc",37,11.7,-42.7,-14,-25.0,-7.8,4.0,-64.9,-2.5
5837,7/25/2020,milwaukee-waukesha-west allis, wi,33340,"milwaukee-waukesha-west allis, wi",38,6.4,-40.8,6,15.4,-19.6,3.7,-52.5,-2.0
5838,7/25/2020,providence-warwick, ri-ma,39300,"providence-warwick, ri-ma",39,11.7,-47.7,-5,-9.4,-1.0,6.9,-62.9,-2.1
5839,7/25/2020,jacksonville, fl,27260,"jacksonville, fl",40,1.6,-32.6,-5,-7.1,-25.5,0.8,-46.9,-1.9
5840,7/25/2020,oklahoma city, ok,36420,"oklahoma city, ok",41,11.5,-32.8,3,6.3,-15.2,2.1,-42.4,-1.5
5841,7/25/2020,louisville/jefferson county, ky-in,31140,"louisville/jefferson county, ky-in",42,5.5,-48.6,-3,-6.7,-30.1,3.3,-61.0,-2.6
5842,7/25/2020,memphis, tn-ms-ar,32820,"memphis, tn-ms-ar",43,12.9,-46.5,-4,-7.4,-31.9,2.4,-53.8,-1.0
5843,7/25/2020,new orleans-metairie, la,35380,"new orleans-metairie, la",44,10.0,-31.1,0,0.0,-22.0,0.9,-34.4,-0.4
5844,7/25/2020,richmond, va,40060,"richmond, va",45,9.4,-40.0,1,2.0,-22.8,2.5,-66.2,-3.2
5845,7/25/2020,buffalo-cheektowaga-niagara falls, ny,15380,"buffalo-cheektowaga-niagara falls, ny",46,8.7,-37.3,4,10.5,-1.0,6.0,-55.1,-2.6
5846,7/25/2020,hartford-west hartford-east hartford, ct,25540,"hartford-west hartford-east hartford, ct",47,6.8,-29.3,-13,-23.2,2.8,2.6,-63.1,-3.0
5847,7/25/2020,raleigh, nc,39580,"raleigh, nc",48,2.4,-35.1,-11,-19.0,-12.1,2.9,-50.1,-2.4
5848,7/25/2020,birmingham-hoover, al,13820,"birmingham-hoover, al",49,5.7,-34.1,-3,-5.2,-8.0,2.9,-44.9,-1.2
5849,7/25/2020,rochester, ny,40380,"rochester, ny",50,9.8,-37.3,-9,-23.7,-9.1,4.7,-48.7,-1.6
5850,7/25/2020,tucson, az,46060,"tucson, az",51,14.3,-43.0,-1,-2.0,-8.3,4.7,-49.1,-1.1
5851,7/25/2020,salt lake city, ut,41620,"salt lake city, ut",52,13.1,-47.5,-2,-5.3,-23.2,4.7,-67.3,-4.2
5852,7/25/2020,grand rapids-wyoming, mi,24340,"grand rapids-wyoming, mi",53,6.8,-36.4,9,24.3,-22.8,2.3,-55.8,-3.0
5853,7/25/2020,tulsa, ok,46140,"tulsa, ok",54,24.6,-38.3,-4,-7.1,-21.2,2.3,-41.3,-0.5
5854,7/25/2020,albany-schenectady-troy, ny,10580,"albany-schenectady-troy, ny",55,17.2,-38.8,-1,-1.4,-16.2,2.6,-50.4,-1.3
5855,7/25/2020,albuquerque, nm,10740,"albuquerque, nm",56,16.4,-50.6,0,0.0,-26.7,4.4,-47.6,0.1
5856,7/25/2020,worcester, ma-ct,49340,"worcester, ma-ct",57,10.0,-49.0,-11,-20.8,-17.5,4.6,-62.5,-2.4
5857,7/25/2020,omaha-council bluffs, ne-ia,36540,"omaha-council bluffs, ne-ia",58,7.2,-32.0,8,22.9,-18.1,2.2,-64.2,-4.1
5858,7/25/2020,knoxville, tn,28940,"knoxville, tn",59,5.4,-46.2,-6,-9.4,-34.4,1.6,-46.8,-0.2
5859,7/25/2020,bridgeport-stamford-norwalk, ct,14860,"bridgeport-stamford-norwalk, ct",60,-0.8,-21.9,-30,-37.5,53.5,3.5,-43.3,-1.4
5860,7/25/2020,greenville-anderson-mauldin, sc,24860,"greenville-anderson-mauldin, sc",61,2.5,-31.1,2,3.5,-13.6,1.9,-44.8,-1.5
5861,7/25/2020,new haven-milford, ct,35300,"new haven-milford, ct",62,6.5,-27.9,-20,-32.3,21.1,3.6,-53.7,-2.1
5862,7/25/2020,north port-sarasota-bradenton, fl,35840,"north port-sarasota-bradenton, fl",63,1.3,-25.5,-6,-6.4,23.7,2.9,-32.3,-0.8
5863,7/25/2020,dayton, oh,19380,"dayton, oh",64,20.0,-48.0,-5,-11.6,-27.7,3.9,-52.7,-1.3
5864,7/25/2020,urban honolulu, hi,46520,"urban honolulu, hi",65,-11.5,32.0,17,30.4,-8.4,-2.3,-45.1,-2.9
5865,7/25/2020,allentown-bethlehem-easton, pa-nj,10900,"allentown-bethlehem-easton, pa-nj",66,21.9,-58.8,-32,-49.2,-12.5,7.6,-68.5,-2.0
5866,7/25/2020,baton rouge, la,12940,"baton rouge, la",67,6.9,-26.0,-1,-1.3,-18.1,0.6,-38.8,-1.3
5867,7/25/2020,columbia, sc,17900,"columbia, sc",68,6.4,-45.8,-7,-13.7,-17.2,3.9,-55.9,-1.8
5868,7/25/2020,greensboro-high point, nc,24660,"greensboro-high point, nc",69,11.1,-41.8,3,5.2,-24.5,2.3,-38.9,0.1
5869,7/25/2020,fresno, ca,23420,"fresno, ca",70,4.4,-59.3,-7,-15.2,-31.8,5.9,-55.9,0.1
5870,7/25/2020,little rock-north little rock-conway, ar,30780,"little rock-north little rock-conway, ar",71,17.6,-45.2,-9,-15.3,-21.4,3.0,-44.4,-0.1
5871,7/25/2020,charleston-north charleston, sc,16700,"charleston-north charleston, sc",72,6.9,-33.5,-9,-11.7,5.0,3.4,-48.2,-2.6
5872,7/25/2020,akron, oh,10420,"akron, oh",73,14.1,-45.3,-4,-8.0,-7.5,5.9,-56.9,-2.1
5873,7/25/2020,cape coral-fort myers, fl,15980,"cape coral-fort myers, fl",74,13.3,-28.7,-14,-14.0,-6.5,1.4,-29.2,-0.1
5874,7/25/2020,el paso, tx,21340,"el paso, tx",75,13.3,-45.7,6,10.2,-7.6,4.3,-64.0,-1.4
5875,7/25/2020,oxnard-thousand oaks-ventura, ca,37100,"oxnard-thousand oaks-ventura, ca",76,12.7,-43.1,-3,-6.1,-11.1,4.9,-77.6,-5.6
5876,7/25/2020,colorado springs, co,17820,"colorado springs, co",77,9.2,-39.3,0,0.0,-22.1,3.2,-44.4,-1.2
5877,7/25/2020,madison, wi,31540,"madison, wi",78,7.1,-35.4,2,4.0,-7.4,3.7,-52.4,-2.3
5878,7/25/2020,bakersfield, ca,12540,"bakersfield, ca",79,11.3,-50.1,-7,-15.6,-27.4,4.0,-60.3,-1.6
5879,7/25/2020,syracuse, ny,45060,"syracuse, ny",80,5.0,-42.6,11,20.4,-17.6,3.6,-60.0,-2.5
5880,7/25/2020,winston-salem, nc,49180,"winston-salem, nc",81,14.3,-43.1,-11,-15.7,-30.9,1.7,-31.0,1.1
5881,7/25/2020,deltona-daytona beach-ormond beach, fl,19660,"deltona-daytona beach-ormond beach, fl",82,1.4,-33.4,-5,-6.5,-15.7,1.7,-44.9,-1.3
5882,7/25/2020,wichita, ks,48620,"wichita, ks",83,22.6,-45.2,2,4.0,-39.2,1.0,-50.6,-0.9
5883,7/25/2020,toledo, oh,45780,"toledo, oh",84,11.8,-37.0,-5,-10.2,-14.7,3.2,12.0,5.4
5884,7/25/2020,boise city, id,14260,"boise city, id",85,7.6,-51.0,3,7.7,-17.3,6.6,-76.2,-6.0
5885,7/25/2020,springfield, ma,44140,"springfield, ma",86,20.7,-45.5,0,0.0,-10.7,5.2,-54.5,-1.7
5886,7/25/2020,des moines-west des moines, ia,19780,"des moines-west des moines, ia",87,-1.8,-28.0,-7,-10.8,-3.5,2.5,-23.5,0.4
5887,7/25/2020,lakeland-winter haven, fl,29460,"lakeland-winter haven, fl",88,6.6,-20.2,-1,-1.5,-12.1,0.8,-18.1,0.1
5888,7/25/2020,palm bay-melbourne-titusville, fl,37340,"palm bay-melbourne-titusville, fl",89,5.1,-31.7,2,3.2,-14.4,1.8,-51.7,-2.6
5889,7/25/2020,mcallen-edinburg-mission, tx,32580,"mcallen-edinburg-mission, tx",90,7.5,-39.9,1,1.1,-9.0,2.2,-51.8,-0.8
5890,7/25/2020,scranton--wilkes-barre--hazleton, pa,42540,"scranton--wilkes-barre--hazleton, pa",91,15.4,-48.8,-15,-20.8,-15.4,3.6,-52.7,-0.7
5891,7/25/2020,harrisburg-carlisle, pa,25420,"harrisburg-carlisle, pa",92,14.1,-50.0,-21,-35.6,-3.3,6.8,-51.9,-0.8
5892,7/25/2020,youngstown-warren-boardman, oh-pa,49660,"youngstown-warren-boardman, oh-pa",93,3.5,-48.5,-8,-12.3,-28.8,2.8,-51.4,-0.7
5893,7/25/2020,augusta-richmond county, ga-sc,12260,"augusta-richmond county, ga-sc",94,3.4,-41.0,-5,-7.7,-18.7,2.7,-36.8,0.2
5894,7/25/2020,stockton-lodi, ca,44700,"stockton-lodi, ca",95,2.1,-56.8,2,4.7,-28.2,5.9,-68.8,-2.6
5895,7/25/2020,chattanooga, tn-ga,16860,"chattanooga, tn-ga",96,17.4,-48.1,5,8.6,-43.3,0.8,-59.6,-1.7
5896,7/25/2020,portland-south portland, me,38860,"portland-south portland, me",97,10.3,-42.9,-3,-5.9,-26.2,2.4,-57.2,-1.7
5897,7/25/2020,durham-chapel hill, nc,20500,"durham-chapel hill, nc",98,10.3,-35.3,-5,-8.2,-10.6,2.7,-38.1,-0.6
5898,7/25/2020,spokane-spokane valley, wa,44060,"spokane-spokane valley, wa",99,12.3,-44.6,1,2.4,-25.4,3.7,-53.8,-1.6
5899,7/25/2020,jackson, ms,27140,"jackson, ms",100,22.1,-38.1,-8,-9.4,-3.6,3.2,-47.3,-1.2
5900,7/18/2020,new york-newark-jersey city, ny-nj-pa,35620,"new york-newark-jersey city, ny-nj-pa",1,7.0,-15.5,-4,-6.3,18.3,2.4,-33.3,-1.2
5901,7/18/2020,los angeles-long beach-anaheim, ca,31080,"los angeles-long beach-anaheim, ca",2,23.8,-23.5,7,15.2,-16.3,0.9,-46.8,-2.2
5902,7/18/2020,chicago-naperville-elgin, il-in-wi,16980,"chicago-naperville-elgin, il-in-wi",3,5.8,-32.4,-2,-4.5,-13.4,2.6,-37.3,-0.9
5903,7/18/2020,dallas-fort worth-arlington, tx,19100,"dallas-fort worth-arlington, tx",4,2.1,-36.7,-3,-6.1,-17.5,2.7,-48.1,-2.2
5904,7/18/2020,philadelphia-camden-wilmington, pa-nj-de-md,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,20.6,-45.5,-14,-23.3,-14.4,4.2,-52.0,-1.3
5905,7/18/2020,washington-arlington-alexandria, dc-va-md-wv,47900,"washington-arlington-alexandria, dc-va-md-wv",6,11.6,-43.4,-10,-23.8,-16.4,4.9,-54.2,-1.9
5906,7/18/2020,houston-the woodlands-sugar land, tx,26420,"houston-the woodlands-sugar land, tx",7,3.0,-28.1,0,0.0,-10.2,1.9,-42.5,-1.9
5907,7/18/2020,miami-fort lauderdale-west palm beach, fl,33100,"miami-fort lauderdale-west palm beach, fl",8,-2.4,-11.8,23,23.7,-7.2,0.3,-22.6,-0.6
5908,7/18/2020,atlanta-sandy springs-roswell, ga,12060,"atlanta-sandy springs-roswell, ga",9,6.5,-38.0,-1,-2.0,-20.0,2.4,-45.7,-1.2
5909,7/18/2020,boston-cambridge-newton, ma-nh,14460,"boston-cambridge-newton, ma-nh",10,12.5,-30.7,-12,-24.5,20.3,6.4,-34.4,-0.8
5910,7/18/2020,san francisco-oakland-hayward, ca,41860,"san francisco-oakland-hayward, ca",11,14.3,-14.7,-1,-2.9,0.3,2.2,-19.4,-0.5
5911,7/18/2020,detroit-warren-dearborn, mi,19820,"detroit-warren-dearborn, mi",12,7.7,-35.7,2,5.6,-25.1,1.8,-49.7,-2.1
5912,7/18/2020,phoenix-mesa-scottsdale, az,38060,"phoenix-mesa-scottsdale, az",13,6.5,-44.9,-5,-9.1,-11.1,5.4,-62.9,-4.0
5913,7/18/2020,seattle-tacoma-bellevue, wa,42660,"seattle-tacoma-bellevue, wa",14,4.5,-29.8,-3,-8.1,-4.1,4.3,-56.5,-4.1
5914,7/18/2020,minneapolis-st. paul-bloomington, mn-wi,33460,"minneapolis-st. paul-bloomington, mn-wi",15,4.3,-25.9,-1,-2.6,-7.1,2.7,-46.1,-2.2
5915,7/18/2020,riverside-san bernardino-ontario, ca,40140,"riverside-san bernardino-ontario, ca",16,7.4,-51.5,1,1.9,-26.1,4.2,-71.2,-3.5
5916,7/18/2020,tampa-st. petersburg-clearwater, fl,45300,"tampa-st. petersburg-clearwater, fl",17,5.7,-37.5,0,0.0,-18.6,2.5,-39.9,-0.6
5917,7/18/2020,san diego-carlsbad, ca,41740,"san diego-carlsbad, ca",18,11.4,-42.1,-3,-7.3,-16.3,4.7,-62.0,-3.0
5918,7/18/2020,st. louis, mo-il,41180,"st. louis, mo-il",19,10.2,-34.4,2,3.4,-13.3,2.7,-44.0,-1.4
5919,7/18/2020,denver-aurora-lakewood, co,19740,"denver-aurora-lakewood, co",20,8.0,-32.5,0,0.0,-10.9,3.5,-44.7,-2.7
5920,7/18/2020,baltimore-columbia-towson, md,12580,"baltimore-columbia-towson, md",21,4.7,-49.8,-7,-14.0,-27.1,3.7,-53.5,-0.9
5921,7/18/2020,pittsburgh, pa,38300,"pittsburgh, pa",22,25.0,-33.3,-4,-6.7,-8.5,2.8,-37.8,-0.8
5922,7/18/2020,portland-vancouver-hillsboro, or-wa,38900,"portland-vancouver-hillsboro, or-wa",23,5.3,-41.7,6,15.4,-18.7,3.9,-28.5,1.7
5923,7/18/2020,charlotte-concord-gastonia, nc-sc,16740,"charlotte-concord-gastonia, nc-sc",24,5.7,-45.0,-4,-7.8,-26.9,3.1,-62.0,-3.3
5924,7/18/2020,orlando-kissimmee-sanford, fl,36740,"orlando-kissimmee-sanford, fl",25,1.5,-17.4,4,6.8,-9.0,0.9,-34.0,-1.9
5925,7/18/2020,cleveland-elyria, oh,17460,"cleveland-elyria, oh",26,14.6,-47.3,-3,-5.6,-26.1,3.7,-50.5,-0.9
5926,7/18/2020,cincinnati, oh-ky-in,17140,"cincinnati, oh-ky-in",27,19.3,-47.3,-3,-6.1,-24.1,3.9,-56.4,-1.8
5927,7/18/2020,san antonio-new braunfels, tx,41700,"san antonio-new braunfels, tx",28,3.3,-31.3,4,7.4,-13.4,2.0,-47.9,-2.8
5928,7/18/2020,sacramento--roseville--arden-arcade, ca,40900,"sacramento--roseville--arden-arcade, ca",29,5.2,-45.9,2,5.0,-29.8,3.3,-61.0,-3.0
5929,7/18/2020,kansas city, mo-ks,28140,"kansas city, mo-ks",30,12.9,-45.1,3,6.1,-32.9,2.2,-56.9,-2.0
5930,7/18/2020,columbus, oh,18140,"columbus, oh",31,4.7,-43.5,-2,-5.1,-23.4,4.0,-61.6,-4.1
5931,7/18/2020,indianapolis-carmel-anderson, in,26900,"indianapolis-carmel-anderson, in",32,3.1,-42.2,1,2.1,-26.8,2.7,-49.2,-1.5
5932,7/18/2020,las vegas-henderson-paradise, nv,29820,"las vegas-henderson-paradise, nv",33,4.6,-15.1,3,6.7,-16.7,-0.2,-49.6,-4.1
5933,7/18/2020,austin-round rock, tx,12420,"austin-round rock, tx",34,8.1,-34.6,-6,-12.0,-14.9,2.7,-47.3,-2.1
5934,7/18/2020,nashville-davidson--murfreesboro--franklin, tn,34980,"nashville-davidson--murfreesboro--franklin, tn",35,4.0,-20.8,-6,-16.2,-12.8,1.1,-31.7,-1.1
5935,7/18/2020,san jose-sunnyvale-santa clara, ca,41940,"san jose-sunnyvale-santa clara, ca",36,8.9,-31.3,-4,-10.5,-4.7,4.5,-44.3,-1.8
5936,7/18/2020,virginia beach-norfolk-newport news, va-nc,47260,"virginia beach-norfolk-newport news, va-nc",37,11.7,-41.9,-13,-23.2,-12.1,3.5,-62.1,-2.1
5937,7/18/2020,milwaukee-waukesha-west allis, wi,33340,"milwaukee-waukesha-west allis, wi",38,0.0,-38.6,7,17.9,-32.2,1.3,-50.7,-1.9
5938,7/18/2020,providence-warwick, ri-ma,39300,"providence-warwick, ri-ma",39,10.0,-47.8,-1,-2.0,-23.2,4.2,-62.3,-1.9
5939,7/18/2020,jacksonville, fl,27260,"jacksonville, fl",40,0.2,-29.7,-4,-5.7,-20.5,0.9,-44.9,-2.0
5940,7/18/2020,oklahoma city, ok,36420,"oklahoma city, ok",41,11.0,-32.6,1,2.2,-30.9,0.2,-53.4,-3.0
5941,7/18/2020,louisville/jefferson county, ky-in,31140,"louisville/jefferson county, ky-in",42,5.4,-47.1,0,0.0,-27.6,3.7,-54.1,-1.4
5942,7/18/2020,memphis, tn-ms-ar,32820,"memphis, tn-ms-ar",43,10.6,-45.0,-6,-10.7,-9.7,4.9,-48.1,-0.8
5943,7/18/2020,new orleans-metairie, la,35380,"new orleans-metairie, la",44,7.0,-29.5,1,1.4,-9.0,1.8,-34.8,-0.7
5944,7/18/2020,richmond, va,40060,"richmond, va",45,7.5,-37.5,0,0.0,-26.4,1.7,-45.2,-1.0
5945,7/18/2020,buffalo-cheektowaga-niagara falls, ny,15380,"buffalo-cheektowaga-niagara falls, ny",46,9.0,-36.1,1,2.6,1.4,6.0,-60.0,-3.8
5946,7/18/2020,hartford-west hartford-east hartford, ct,25540,"hartford-west hartford-east hartford, ct",47,6.8,-29.4,-13,-23.2,0.9,2.6,-55.5,-2.5
5947,7/18/2020,raleigh, nc,39580,"raleigh, nc",48,1.3,-33.9,-9,-15.5,-0.9,4.1,-41.6,-1.2
5948,7/18/2020,birmingham-hoover, al,13820,"birmingham-hoover, al",49,5.8,-33.7,-3,-5.1,-28.1,0.8,-43.5,-1.0
5949,7/18/2020,rochester, ny,40380,"rochester, ny",50,8.7,-37.0,-8,-22.2,-5.9,5.1,-56.1,-2.7
5950,7/18/2020,tucson, az,46060,"tucson, az",51,12.8,-44.8,2,4.0,-29.0,2.7,-44.4,-0.2
5951,7/18/2020,salt lake city, ut,41620,"salt lake city, ut",52,12.7,-43.7,1,2.8,-24.6,3.8,-50.5,-1.7
5952,7/18/2020,grand rapids-wyoming, mi,24340,"grand rapids-wyoming, mi",53,8.6,-33.1,10,27.8,-5.7,4.3,-56.1,-3.9
5953,7/18/2020,tulsa, ok,46140,"tulsa, ok",54,22.0,-37.8,-6,-10.5,-9.5,3.5,-46.0,-1.4
5954,7/18/2020,albany-schenectady-troy, ny,10580,"albany-schenectady-troy, ny",55,14.5,-38.6,6,8.2,-29.4,1.1,-54.8,-1.8
5955,7/18/2020,albuquerque, nm,10740,"albuquerque, nm",56,19.1,-50.0,1,2.2,-27.9,4.1,-57.2,-1.8
5956,7/18/2020,worcester, ma-ct,49340,"worcester, ma-ct",57,11.2,-48.0,-7,-14.0,-29.4,3.0,-59.9,-1.9
5957,7/18/2020,omaha-council bluffs, ne-ia,36540,"omaha-council bluffs, ne-ia",58,6.9,-30.9,12,36.4,-14.6,2.6,-50.5,-2.3
5958,7/18/2020,knoxville, tn,28940,"knoxville, tn",59,4.3,-43.6,-5,-7.9,-33.2,1.6,-50.4,-1.0
5959,7/18/2020,bridgeport-stamford-norwalk, ct,14860,"bridgeport-stamford-norwalk, ct",60,0.0,-22.3,-28,-36.4,36.1,3.0,-39.2,-1.2
5960,7/18/2020,greenville-anderson-mauldin, sc,24860,"greenville-anderson-mauldin, sc",61,4.0,-31.8,5,8.8,-12.7,2.0,-47.1,-2.0
5961,7/18/2020,new haven-milford, ct,35300,"new haven-milford, ct",62,5.4,-29.0,-17,-28.3,8.6,3.0,-50.4,-1.6
5962,7/18/2020,north port-sarasota-bradenton, fl,35840,"north port-sarasota-bradenton, fl",63,0.8,-25.6,1,1.1,2.9,2.1,-27.4,-0.3
5963,7/18/2020,dayton, oh,19380,"dayton, oh",64,14.4,-48.0,0,0.0,-41.6,1.3,-52.7,-1.1
5964,7/18/2020,urban honolulu, hi,46520,"urban honolulu, hi",65,-11.2,29.8,18,32.1,-17.5,-2.9,-36.5,-2.7
5965,7/18/2020,allentown-bethlehem-easton, pa-nj,10900,"allentown-bethlehem-easton, pa-nj",66,21.8,-57.3,-29,-46.0,-10.3,7.9,-54.4,-0.1
5966,7/18/2020,baton rouge, la,12940,"baton rouge, la",67,6.4,-24.3,0,0.0,11.1,2.5,-42.4,-2.2
5967,7/18/2020,columbia, sc,17900,"columbia, sc",68,6.4,-45.8,-5,-10.2,-31.5,2.1,-40.5,0.5
5968,7/18/2020,greensboro-high point, nc,24660,"greensboro-high point, nc",69,11.9,-39.6,-1,-1.6,-24.0,2.3,-59.2,-2.7
5969,7/18/2020,fresno, ca,23420,"fresno, ca",70,4.4,-55.7,-6,-13.3,-35.0,4.6,-74.0,-4.2
5970,7/18/2020,little rock-north little rock-conway, ar,30780,"little rock-north little rock-conway, ar",71,19.0,-42.3,-14,-23.3,-7.2,4.3,-51.4,-1.4
5971,7/18/2020,charleston-north charleston, sc,16700,"charleston-north charleston, sc",72,6.0,-32.8,-3,-4.1,-11.3,2.0,-37.5,-0.9
5972,7/18/2020,akron, oh,10420,"akron, oh",73,0.1,-45.0,-4,-8.5,-19.4,4.3,-49.1,-1.0
5973,7/18/2020,cape coral-fort myers, fl,15980,"cape coral-fort myers, fl",74,13.4,-27.9,-8,-8.0,1.6,1.9,-24.0,0.2
5974,7/18/2020,el paso, tx,21340,"el paso, tx",75,14.3,-47.6,11,18.3,-28.3,2.6,-73.4,-2.5
5975,7/18/2020,oxnard-thousand oaks-ventura, ca,37100,"oxnard-thousand oaks-ventura, ca",76,16.0,-41.8,1,2.1,-19.2,3.7,-64.4,-4.0
5976,7/18/2020,colorado springs, co,17820,"colorado springs, co",77,11.4,-36.7,3,9.4,-15.6,3.9,-38.5,-0.8
5977,7/18/2020,madison, wi,31540,"madison, wi",78,5.8,-32.3,3,6.4,-7.5,3.5,-49.3,-2.1
5978,7/18/2020,bakersfield, ca,12540,"bakersfield, ca",79,8.6,-48.7,-5,-11.4,-28.0,3.8,-64.8,-2.5
5979,7/18/2020,syracuse, ny,45060,"syracuse, ny",80,0.1,-42.4,6,10.9,-23.5,2.9,-45.6,-0.6
5980,7/18/2020,winston-salem, nc,49180,"winston-salem, nc",81,10.4,-40.9,-7,-10.6,-17.6,3.2,-40.5,-0.2
5981,7/18/2020,deltona-daytona beach-ormond beach, fl,19660,"deltona-daytona beach-ormond beach, fl",82,2.0,-31.7,-1,-1.3,-15.5,1.5,-47.4,-1.7
5982,7/18/2020,wichita, ks,48620,"wichita, ks",83,22.8,-41.4,1,2.0,-13.8,4.2,-47.2,-1.1
5983,7/18/2020,toledo, oh,45780,"toledo, oh",84,9.3,-36.2,0,0.0,-29.2,1.1,8.8,5.7
5984,7/18/2020,boise city, id,14260,"boise city, id",85,6.9,-49.0,4,10.5,-29.5,4.1,-51.9,-0.9
