,month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
45,202108,south dakota,sd,279450.0,-0.0016,0.1006,2250,0.013999999999999999,-0.2678,36.5,0.013888889,-0.298076923,1028,-0.1229,0.0239,36,0.5,-0.3571,324,0.08,-0.1649,960,-0.0093,-0.0062,155.3423237,0.0128,0.1772,1771.0,-0.0117,-0.0848,357901.5516,0.0031,0.0915,3210,0.0069,-0.2052,0.42666666700000005,-0.01,0.1123
46,202108,arizona,az,450000.0,0.0,0.146,9921,0.0758,-0.1567,32.5,0.048387097000000004,-0.27777777800000003,9808,0.0264,0.1232,512,0.0756,-0.5429,4144,0.0747,0.1092,16294,0.0478,-0.1161,240.8202528,0.0038,0.2108,1947.5,0.0008,-0.0505,685557.595,-0.0231,0.0743,26215,0.0583,-0.1319,1.642374761,-0.0438,0.0754
47,202108,iowa,ia,225750.0,-0.0077,0.0169,7754,0.0537,-0.2943,50.5,0.01,-0.268115942,3692,-0.0043,-0.0355,788,-0.08800000000000001,0.3493,2560,0.19399999999999998,-0.1233,8336,-0.0907,-0.0066,139.2780744,0.0007,0.0842,1570.5,-0.0079,-0.0341,278257.2584,0.0064,0.079,16090,-0.0264,-0.1697,1.075058035,-0.1706,0.3114
48,202108,kentucky,ky,249900.0,0.0,0.0413,6866,0.1326,-0.1259,37.0,0.0,-0.372881356,4592,0.025,0.2072,116,0.0741,-0.3556,2244,0.1288,0.0645,9294,0.0205,-0.0339,129.29023229999999,0.0062,0.1421,1814.0,0.0078,-0.0707,343451.1696,-0.018000000000000002,0.0523,16160,0.0653,-0.0753,1.353626566,-0.1487,0.1289
49,202108,massachusetts,ma,625000.0,-0.037000000000000005,-0.031,9263,0.0059,-0.2326,34.5,0.112903226,-0.197674419,7540,-0.0388,-0.0608,180,0.0,-0.2241,2384,0.0383,-0.2106,3569,0.033,-0.24,352.40808960000004,-0.0364,0.076,1760.0,0.0023,-0.0852,1137689.783,-0.0381,0.0092,12832,0.0133,-0.2347,0.38529634,0.0101,-0.0037
50,202108,nevada,nv,437499.5,0.0242,0.2324,7004,0.1011,-0.3071,28.0,0.0,-0.348837209,5132,0.0431,0.0638,308,-0.0494,-0.2596,2132,0.2169,-0.2429,1880,0.0201,-0.2416,234.3026028,0.02,0.2295,1877.0,0.0146,-0.0032,747119.9975,-0.0008,0.2408,8884,0.0829,-0.2942,0.268418047,-0.0213,0.0232
51,202107,ohio,oh,218112.0,-0.0081,-0.0195,14815,0.1808,-0.1502,30.0,0.0,-0.4,14216,0.0428,0.3095,784,0.0208,0.4962,5812,0.4273,-0.0116,23528,0.0027,-0.043,115.25795829999998,-0.0022,0.1085,1654.0,-0.009000000000000001,-0.0697,307278.7805,-0.0156,0.0038,38343,0.0647,-0.0875,1.588120148,-0.282,0.1778
52,202107,maryland,md,379900.0,0.0077,0.0351,9230,0.134,-0.1748,33.0,0.03125,-0.290322581,9076,-0.0044,0.33,420,-0.16,-0.3713,3220,0.3328,0.005,14038,-0.0501,2.5157,200.4577057,0.0027,0.138,1776.0,0.0011,-0.0714,518423.44700000004,-0.0178,0.017,23268,0.0153,0.5329999999999999,1.5209100759999998,-0.2948,1.1639
53,202107,tennessee,tn,344900.0,-0.0073,0.0608,10092,0.1738,-0.4255,29.0,0.035714286,-0.408163265,9036,0.0522,0.0027,392,-0.0577,-0.5421,3776,0.5552,-0.1518,14214,-0.0111,-0.0949,165.2112344,0.0087,0.1495,1793.0,0.0045,-0.115,532603.0205,-0.0062,0.1458,24306,0.0581,-0.2695,1.408442331,-0.2632,0.5145
54,202107,illinois,il,269900.0,-0.0004,0.0393,32216,0.0923,-0.2511,43.0,-0.022727273,-0.252173913,20696,0.0006,0.0037,356,-0.2458,-0.2645,9064,0.2369,-0.2763,31662,-0.0739,-0.0694,143.75,0.0006,0.1599,1577.0,0.0073,-0.0772,407847.5151,-0.0225,0.0703,63878,0.0031,-0.1708,0.9828035759999999,-0.1764,0.1919
55,202107,missouri,mo,249000.0,-0.0018,0.0831,10868,0.1893,-0.2687,38.0,-0.025641026,-0.401574803,8376,0.0619,0.2325,468,0.0354,0.0,3436,0.4341,-0.0871,15004,-0.0357,0.0211,133.1588963,0.0035,0.1655,1756.0,0.002,-0.0684,350907.0435,0.0029,0.1132,25872,0.0476,-0.1246,1.380566802,-0.3221,0.3919
56,202107,wyoming,wy,323000.0,0.0336,0.1138,1746,0.1272,-0.3874,39.0,0.0,-0.380952381,896,-0.0427,-0.08199999999999999,28,0.0,0.0,312,0.3929,-0.4348,977,-0.0336,-0.0962,145.9390863,0.0167,0.1233,2152.0,-0.0032,-0.0232,890434.1798,0.1169,0.3053,2723,0.0637,-0.3073,0.5595647189999999,-0.0931,0.1803
57,202107,district of columbia,dc,579000.0,-0.022000000000000002,-0.1695,1793,-0.0218,0.2574,38.0,0.070422535,0.26666666699999997,1096,-0.1917,0.0787,20,-0.1667,-0.2857,548,0.0703,0.3301,1197,-0.1173,2.0,570.7897241000001,-0.008,0.0187,1027.0,-0.0015,-0.2124,924945.5147,-0.0378,-0.1078,2990,-0.0624,0.6384,0.667596207,-0.0722,0.3878
58,202107,arizona,az,450000.0,0.0112,0.1553,9222,0.1619,-0.2733,31.0,0.016393443,-0.441441441,9556,-0.0132,0.2398,476,-0.2222,-0.4915,3856,0.6093,-0.0103,15550,-0.0581,-0.1608,239.90384619999998,0.0138,0.2301,1946.0,-0.0079,-0.0606,701760.5356,-0.0433,0.115,24772,0.0133,-0.2066,1.686185209,-0.3939,0.2261
59,202107,california,ca,749900.0,-0.0248,0.0736,46158,0.1297,-0.1809,35.0,0.0,-0.278350515,41260,0.0234,0.1628,1784,0.0229,-0.045,10540,0.3868,-0.2108,53964,-0.032,-0.0543,440.0625,-0.0234,0.1501,1777.0,-0.0062,-0.0485,1574292.2040000001,-0.0524,0.1087,100122,0.0364,-0.1172,1.16911478,-0.1953,0.1565
60,202107,texas,tx,349900.0,0.0291,0.1254,47786,0.1555,-0.3931,35.0,0.0,-0.375,39292,0.022000000000000002,0.0955,2704,-0.3629,-0.3052,16288,0.5303,-0.307,55708,-0.0266,-0.0405,164.25,0.0177,0.1727,2093.0,0.0017,-0.0585,508104.689,-0.0096,0.1214,103494,0.0498,-0.2435,1.165780773,-0.218,0.4285
61,202107,virginia,va,378999.0,-0.0026,0.053,16402,0.1187,-0.2351,32.0,0.032258065,-0.428571429,13636,-0.0207,0.2029,772,-0.1065,-0.3058,4544,0.28800000000000003,0.017,18621,-0.0697,0.364,189.1367187,0.0069,0.1787,1923.0,-0.0138,-0.1122,553022.6313,-0.0179,0.0776,35023,0.0099,-0.0021,1.1352883790000001,-0.2299,0.4987
62,202107,west virginia,wv,179000.0,0.0231,0.0258,3099,0.0802,-0.3913,52.0,0.019607843,-0.452631579,1588,0.0503,0.0312,44,-0.2143,-0.4211,720,0.295,-0.2593,3037,-0.0521,0.1273,93.65530303,0.0426,0.1197,1600.0,0.0101,-0.0318,280136.6829,0.0071,0.1321,6136,0.0104,-0.2118,0.979993546,-0.1368,0.4508
63,202107,minnesota,mn,324800.0,0.0003,0.0481,11359,0.1165,-0.2977,35.0,0.029411765,-0.247311828,9400,-0.0784,0.0266,248,-0.2874,-0.1733,3172,0.3986,-0.1808,13609,-0.0519,0.053,173.16017319999997,-0.0011,0.1218,1872.0,-0.0043,-0.07400000000000001,415097.4389,-0.0211,0.027000000000000003,24968,0.0179,-0.1419,1.1980808170000001,-0.2128,0.39899999999999997
64,202107,florida,fl,389000.0,0.0171,0.1291,55337,0.0803,-0.5136,44.0,-0.022222222000000003,-0.5111111110000001,34828,-0.0128,-0.0281,3080,-0.2444,-0.414,13948,0.3734,-0.4483,72249,-0.0871,0.0054,230.53125,0.0094,0.2068,1610.0,0.005,-0.0473,855574.0139,-0.0123,0.2199,127586,-0.0213,-0.3127,1.305618302,-0.2393,0.6739
