month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202108,35013,"dona ana, nm",285000,0.0179,0.1925,789,0.0677,0.0958,42,-0.086956522,-0.20754717,268,-0.029,0.2182,12,0.5,0,72,-0.1,-0.1818,25,0,1.7778,142.3631657,0.0018,0.1395,2000,-0.0177,0.002,329209.1587,0.0055,0.0865,814,0.0654,0.1166,0.031685678,-0.0021,0.0192
202108,6039,"madera, ca",438500,0.0245,0.1452,374,0.0872,-0.0856,36,0.161290323,-0.307692308,264,-0.0571,0.1786,16,0.3333,0,124,0.7222,0.2917,276,0.0376,-0.2181,221.6720437,-0.0108,0.2127,1935.5,0.0123,-0.073,557853.0392,-0.0068,0.1321,650,0.0656,-0.147,0.737967914,-0.0353,-0.1251
202108,48361,"orange, tx",195000,0.0269,0.0662,359,0.1184,-0.2313,41,-0.023809524,-0.349206349,124,-0.0606,0.3478,4,,,96,0.4118,-0.1724,38,0.0556,0.3571,104.5711957,-0.0038,0.1002,1892,0.0032,-0.0347,225951.2605,0.0135,0.0518,397,0.112,-0.198,0.105849582,-0.0063,0.0459
202108,42095,"northampton, pa",324950,-0.015,-0.0412,478,0.0742,-0.1245,23.5,0.119047619,-0.241935484,420,-0.0625,0.0825,20,-0.1667,-0.5,152,0.3103,-0.05,146,0,0.5368,157.295185,0.0071,0.0091,2062.5,-0.0051,-0.0098,436542.6421,-0.0307,0.041,624,0.0558,-0.0265,0.305439331,-0.0227,0.1314
202108,39157,"tuscarawas, oh",219900,-0.0222,0.158,104,-0.0545,0.0612,44,0.571428571,-0.043478261,72,-0.2174,0.2,0,,,20,-0.2857,-0.4444,173,0.0298,0.0176,101.5922184,-0.0326,0.1213,1656,-0.035,-0.098,227651.4498,-0.0145,0.0716,277,-0.0036,0.0336,1.663461538,0.1362,-0.0712
202108,22097,"st. landry, la",194450,0.1111,0.2161,98,-0.0101,-0.5266,63,-0.112676056,-0.5625,24,-0.3333,-0.25,0,,,32,0.1429,-0.2,85,-0.1237,-0.0341,109.5373845,0.0015,0.2557,1889,0.0919,-0.0053,301123.963,0.0907,0.4299,183,-0.0663,-0.3797,0.867346939,-0.1125,0.4422
202108,37035,"catawba, nc",299975,-0.0323,-0.0907,268,0.0347,0.2127,43,0.131578947,-0.065217391,176,0,0.2941,4,-0.6667,0,100,0.4706,0.6667,266,-0.0112,0.0114,147.756106,-0.0013,0.1013,1963,0.0139,-0.1322,432040.1963,-0.0054,0.0265,534,0.0114,0.1033,0.992537313,-0.0461,-0.1975
202108,42013,"blair, pa",149950,-0.0801,-0.0326,157,0.0537,-0.3644,33.5,0.116666667,-0.401785714,104,0,0.1818,0,,,72,0.125,-0.1,15,0.1538,0.3636,49.60800143,-0.1851,-0.0178,1281,-0.0251,-0.0146,191165.0894,-0.0635,-0.0967,172,0.0617,-0.3333,0.095541401,0.0083,0.051
202108,22089,"st. charles, la",271500,0.0131,0.0483,57,-0.0806,0.0179,38.5,-0.06097561,-0.259615385,28,-0.4615,-0.2222,0,,,28,0.1667,1.3333,79,0.0395,0.0676,138.0341762,-0.0201,0.0241,1958,0.0041,0.0114,282944.8768,-0.0604,-0.0769,136,-0.0145,0.0462,1.385964912,0.1602,0.0645
202108,20091,"johnson, ks",462725,-0.0092,-0.0154,830,0.0311,-0.2556,44,0.023255814,-0.228070175,608,-0.038,-0.0675,88,0.375,0.0476,240,0.2,-0.2593,2322,-0.0365,0.0745,190.4491751,0.0142,0.1337,2612,-0.0121,-0.0946,578497.1784,-0.0128,-0.0285,3152,-0.0196,-0.0379,2.797590361,-0.1962,0.8595
202108,55111,"sauk, wi",289450,0.0529,0.1137,120,0,-0.322,54,0.058823529,-0.181818182,64,-0.2,-0.0588,0,,,32,0,-0.1111,134,-0.1126,-0.2254,162.930998,0.0021,0.2139,1832,0.0469,0.0269,420764.4858,-0.0048,0.1314,254,-0.0627,-0.2743,1.116666667,-0.1417,0.1393
202108,48187,"guadalupe, tx",354112.5,0.0529,0.1843,504,0.2263,-0.2282,35,-0.054054054,-0.166666667,368,-0.1402,0.0824,44,-0.5,-0.0833,132,0.9412,-0.3889,701,-0.0071,0.0637,168.4564523,0.0257,0.2514,2280.5,0.0509,-0.0304,487680.1283,0.0301,0.3087,1205,0.0788,-0.0816,1.390873016,-0.3269,0.3817
202108,55127,"walworth, wi",370250,0.0732,0.122,385,0.192,-0.0855,46.5,-0.051020408,-0.225,204,-0.0192,0.02,12,0,0,116,0.45,-0.0333,252,-0.0079,-0.1975,199.0966397,0.0079,0.2474,1657,0.0166,-0.1091,576089.8146,-0.0091,-0.0286,637,0.104,-0.1333,0.654545455,-0.1318,-0.0913
202108,34015,"gloucester, nj",262400,0.0092,0.1171,558,0.0314,-0.0296,36.5,0.073529412,0.042857143,428,-0.1157,0.049,24,0,-0.25,144,0.0286,0,888,0.0114,5.4818,150.7767259,0.019,0.2174,1651,-0.0173,-0.0714,319691.8785,0.0073,0.1483,1446,0.019,1.0309,1.591397849,-0.0315,1.3531
202108,38015,"burleigh, nd",300995,0.0033,-0.0287,185,0.0393,-0.4219,43,0.228571429,-0.271186441,80,-0.2,-0.3939,0,,,56,-0.125,-0.44,260,-0.0877,-0.1798,142.406251,-0.0028,0.009,2075,0.0222,0.0014,395882.345,-0.0427,0.0635,445,-0.0389,-0.3014,1.405405405,-0.1957,0.4148
202108,26055,"grand traverse, mi",457500,-0.0644,0.0895,237,0.1127,-0.4015,45,0.046511628,-0.328358209,172,0.0488,0,4,0,-0.6667,56,0.1667,-0.3,345,0.0147,-0.0945,257.2849253,0.0022,0.1736,1655,-0.0219,-0.1725,694612.817,-0.0247,0.073,582,0.0524,-0.251,1.455696203,-0.1405,0.4936
202108,27171,"wright, mn",372250,0.0167,0.0762,321,0.0288,-0.317,34.5,0.045454545,-0.178571429,248,-0.0313,-0.0606,16,1,-0.6923,60,-0.1176,-0.3478,426,-0.0575,0.0315,185.1962365,-0.0095,0.1575,1943.5,-0.0038,-0.1126,418857.9432,-0.011,0.0567,747,-0.0223,-0.154,1.327102804,-0.1216,0.4484
202108,6081,"san mateo, ca",1537500,-0.0086,0.0264,576,-0.0542,-0.3521,33,0.03125,-0.029411765,580,-0.0881,-0.1714,12,-0.5714,-0.5,116,0.16,-0.5735,714,0.0333,0.1461,963.8683111,0.0026,0.0563,1642.5,-0.0165,-0.0533,3380234.316,0.0018,0.2909,1290,-0.0077,-0.1468,1.239583333,0.1049,0.5388
202108,51121,"montgomery, va",344825,-0.0604,0.0612,122,-0.1159,-0.1469,49.5,0.207317073,-0.175,56,-0.44,-0.0667,4,,0,32,-0.3846,-0.4286,191,-0.0991,0.2819,176.4669153,0.0306,0.1916,1951,-0.0436,-0.1465,453043.7322,-0.0244,0.011,313,-0.1057,0.0719,1.56557377,0.0293,0.5236
202108,6047,"merced, ca",399000,0.0359,0.14,294,0.0769,-0.0455,35,0.09375,-0.339622642,280,-0.0278,0.2727,20,1.5,0.25,76,0.9,-0.2083,623,-0.0474,-0.0984,237.7431509,0.0472,0.2507,1720.5,0.018,-0.0839,628421.5692,0.002,0.0484,917,-0.0108,-0.0821,2.119047619,-0.2766,-0.1245
202108,12005,"bay, fl",415958.5,0.0425,0.2632,1115,0.2159,-0.4082,35,0.166666667,-0.606741573,644,0.0126,0.2481,116,0.5263,0.9333,400,0.2048,-0.1525,403,-0.0171,0.0281,295.0572899,0.0936,0.4083,1523.5,-0.0075,0.0003,591890.0882,0.0212,0.4154,1518,0.1439,-0.333,0.361434978,-0.0857,0.1534
202108,36071,"orange, ny",362200,0.0089,0.0352,2408,0.013,-0.1366,504.5,0.066596195,2.682481752,528,-0.0833,-0.1538,40,0.25,-0.4118,248,0.2917,-0.1389,605,-0.0082,-0.0114,181.745354,0.0029,0.0716,2027,-0.0054,-0.0131,488580.9122,-0.0104,0.111,3013,0.0087,-0.1141,0.251245847,-0.0054,0.0318
202108,45079,"richland, sc",244750,-0.001,-0.0004,569,0.1542,-0.2513,20.5,0.205882353,-0.5,524,0.048,0.3646,92,0.6429,0.6429,196,0.2564,-0.1967,17,0,-0.1053,127.3389117,0.0376,0.1484,1842.5,-0.0089,-0.1434,295736.1962,-0.0139,0.0328,586,0.149,-0.2478,0.029876977,-0.0046,0.0049
202108,36037,"genesee, ny",176900,-0.0167,0.0114,65,0.1207,0.0656,28.5,0.239130435,0.096153846,56,0.1667,0,0,-1,,16,0,-0.4286,66,0.0645,-0.1538,108.6151369,-0.011,0.054,1547,-0.125,-0.0731,221874.4631,-0.0022,0.094,131,0.0917,-0.0576,1.015384615,-0.0536,-0.2633
202108,54107,"wood, wv",159450,-0.0615,-0.0336,138,0.0698,-0.1429,45,0.046511628,-0.262295082,64,-0.2,-0.0588,0,,,48,0.3333,0.7143,129,-0.0584,-0.0227,90.31745309,0.0064,0.1245,1667,-0.0077,-0.055,296289.095,-0.0875,0.4908,267,0.0038,-0.0887,0.934782609,-0.1272,0.1149
202108,39155,"trumbull, oh",132450,-0.0471,0.0681,266,0.1319,-0.0534,44,0.222222222,-0.153846154,192,0.1163,0.1707,0,,,108,0.2857,0.35,360,0.0112,-0.0551,80.92485549,-0.0064,0.1161,1537,-0.037,-0.0512,167957.1084,-0.0362,0.0616,626,0.0592,-0.0544,1.353383459,-0.1615,-0.0025
202108,15003,"honolulu, hi",697000,0.0175,0.126,3199,-0.0341,-0.2209,47,0.044444444,-0.328571429,1072,0,0.0347,56,-0.2222,0.5556,208,-0.1746,-0.5048,2,-0.3333,-0.3333,574.1962705,0.0114,0.0813,1138.5,0.0129,0.0313,1120944.836,0.0201,0.127,3201,-0.0344,-0.221,0.000625195,-0.0003,-0.0001
202108,28035,"forrest, ms",174950,0.0119,-0.0275,91,0.4444,-0.2018,26.5,-0.14516129,-0.636986301,64,0.1429,0.4545,0,,,32,1,0.1429,128,0.1532,0.1429,87.5,0.0122,0.161,1543,-0.1466,0.0013,220531.0624,-0.0038,-0.0481,219,0.2586,-0.031,1.406593407,-0.3553,0.4241
202108,48397,"rockwall, tx",429000,0,0.1337,243,0.1408,-0.3588,33,0.064516129,-0.365384615,228,-0.0806,0.0364,4,-0.6667,-0.8333,92,0.0952,-0.3235,387,0.0104,-0.1921,177.7806015,0.0055,0.2729,2469,-0.028,-0.0856,557730.8845,-0.0386,0.163,630,0.057,-0.2657,1.592592593,-0.2055,0.3287
202108,18167,"vigo, in",139900,0.1192,0.1201,196,0,-0.2033,45.5,0.166666667,-0.228813559,116,-0.0645,-0.0333,4,,,68,-0.1053,-0.0556,218,-0.0802,0.0481,80.6090734,0.0595,0.0355,1626.5,0.0172,0.0708,190335.5056,0.0816,0.0902,414,-0.0439,-0.0881,1.112244898,-0.0969,0.2667
202108,29145,"newton, mo",189000,-0.0047,0.35,117,0.17,-0.0859,35,0.590909091,-0.285714286,76,-0.1364,0.9,0,,,32,0.3333,-0.2727,147,0.0426,0.0889,111.6135624,-0.0175,0.4361,1800,-0.026,0.0811,254678.393,-0.0127,0.0614,264,0.0954,0.0038,1.256410256,-0.1536,0.2017
202108,48005,"angelina, tx",259900,0.0438,0,150,0.049,-0.375,40.5,0.306451613,-0.559782609,84,-0.16,0.05,0,,-1,24,-0.1429,-0.1429,166,-0.0178,-0.0879,127.7960699,0.0118,0.1785,1808.5,0.0252,-0.162,378691.8162,0.1379,0.2314,316,0.0128,-0.2512,1.106666667,-0.0752,0.3483
202108,40051,"grady, ok",198977,0.0024,0.2059,91,0.0706,0.0111,36,-0.052631579,-0.428571429,48,-0.2,0.3333,0,,,32,0.3333,0.1429,93,-0.0211,0.0568,117.9815911,0.0282,0.3736,1721,0.05,-0.0621,284464.9617,0.0061,0.1706,184,0.0222,0.0337,1.021978022,-0.0957,0.0442
202108,5035,"crittenden, ar",187450,0.1716,0.443,45,0.2162,-0.1667,39.5,0.316666667,-0.225490196,28,0.4,0.4,0,,,8,1,0,0,-1,-1,88.64348371,0.0499,0.0942,1918.5,0.0381,0.177,210512.6786,0.0398,0.2897,45,0.1538,-0.1818,0,-0.0541,-0.0185
202108,26045,"eaton, mi",211950,0.0603,0.0093,156,0.1556,-0.0545,29,0.208333333,-0.30952381,140,-0.1667,-0.0789,0,,-1,72,0.3846,0.2,238,0.0085,-0.204,125.2526898,-0.0684,0.169,1639,0.0574,-0.1141,242888.716,-0.0002,0.0718,394,0.062,-0.1509,1.525641026,-0.2225,-0.2865
202108,6111,"ventura, ca",880000,-0.0383,0.0353,948,0.0316,-0.1263,40,0.025641026,-0.069767442,844,-0.0186,0.099,28,0,-0.2222,228,0.1875,-0.1739,1643,-0.0295,0.0781,464.7560392,0.001,0.1405,1988,-0.0241,-0.056,1763955.331,-0.0464,0.2151,2591,-0.008,-0.0069,1.733122363,-0.1091,0.3285
202108,18097,"marion, in",239900,-0.0004,-0.0365,1296,0.0827,-0.1093,37,-0.026315789,-0.244897959,1132,-0.0341,0.1841,36,0,0.2857,632,0.1618,-0.076,2007,-0.0133,-0.0836,120.9694449,-0.0034,0.0902,1986,-0.0045,-0.0461,308240.1362,-0.003,-0.0511,3303,0.0223,-0.0938,1.548611111,-0.1506,0.0435
202108,1077,"lauderdale, al",259450,0.104,0.128,153,0.0851,-0.2234,33,0.03125,-0.282608696,92,-0.0417,-0.1481,0,,,44,0,0.1,166,165,82,115.0641026,0.0287,0.1445,2149.5,0.0547,0.0115,392550.0049,0.0548,0.3262,319,1.2465,0.603,1.08496732,1.0779,1.0748
202108,47001,"anderson, tn",279855,-0.035,0.0561,110,0.2222,0.0784,32,0,-0.396226415,108,0,0.8,4,0,0,60,0.25,0.3636,261,0.1154,0.4663,148.2606837,0.0438,0.2589,1874,-0.1076,-0.1127,340749.0124,-0.0164,0.0041,371,0.1451,0.325,2.372727273,-0.2273,0.6276
202108,18065,"henry, in",244040,-0.1863,1.4927,161,0.2015,1.038,62,-0.451327434,0.347826087,92,0.4375,0.9167,0,,,52,0.625,1.6,103,-0.0096,-0.1694,109.7248428,-0.336,1.1147,1775,0,-0.0199,233349.1307,-0.0989,0.5838,264,0.1092,0.3005,0.639751553,-0.1364,-0.9299
202108,8123,"weld, co",499999.5,0.0206,0.1366,491,0.0166,-0.503,30.5,0.089285714,-0.290697674,564,-0.2034,-0.2295,56,-0.3,-0.5625,176,-0.0638,-0.4054,1353,-0.087,-0.141,196.1759341,0.0268,0.2201,2577,0.0012,-0.1144,592077.3897,0.008,0.1001,1844,-0.0616,-0.2805,2.755600815,-0.3127,1.1615
202108,1071,"jackson, al",284000,-0.0486,0.0179,78,0.1143,-0.2353,39.5,0.012820513,-0.5,36,-0.1,0.5,0,,,16,-0.2,-0.3333,9,-0.3571,0.2857,124.3249553,0.0351,0.1094,2200,0.1,0,374589.46,0.0198,-0.01,87,0.0357,-0.2018,0.115384615,-0.0846,0.0468
202108,54069,"ohio, wv",164200,0.0327,0.0954,124,-0.0313,0.0508,50,-0.137931034,-0.230769231,52,-0.1333,-0.1333,0,,,32,0,0,96,0.0213,0.0323,98.26388889,0.0387,0.1141,1710,-0.064,-0.0707,228251.4386,0.0481,0.0725,220,-0.009,0.0427,0.774193548,0.0398,-0.0139
202108,12087,"monroe, fl",1132757,0.0298,0.3405,587,0.0244,-0.557,68,0.152542373,-0.521126761,228,0.2391,0,16,0,0,96,0,-0.4545,422,-0.0495,-0.1992,724.9322493,0.0195,0.317,1585.5,-0.0041,0.057,2375954.821,-0.0036,0.4219,1009,-0.0079,-0.4552,0.71890971,-0.056,0.3212
202108,51061,"fauquier, va",642950,0.037,0.0718,125,-0.053,-0.2816,42.5,0.118421053,-0.3359375,104,0.1818,0,0,,-1,24,-0.4,-0.3333,192,-0.1233,0.8113,242.8828186,0.0023,0.0541,2586,-0.0534,-0.1342,1857985.981,0.0065,0.0398,317,-0.0969,0.1321,1.536,-0.1231,0.9268
202108,41053,"polk, or",499500,-0.0008,0.1616,179,0.1548,-0.1095,28.5,0.239130435,-0.380434783,168,0,0.1053,32,0.3333,-0.1111,76,0.3571,0.1176,282,0.0217,-0.0408,249.508519,-0.0036,0.202,2010.5,-0.0106,-0.1088,679610.7321,0.0255,0.1108,461,0.0696,-0.0687,1.575418994,-0.2052,0.1127
202108,39113,"montgomery, oh",190400,0.0584,0.1907,736,0.15,-0.0252,25.5,0.02,-0.346153846,644,-0.0062,0.1667,12,-0.7692,-0.4,376,0.3623,0.2208,1433,0.0615,-0.0304,106.6362531,-0.003,0.1935,1419,-0.0214,-0.0438,262192.3023,0.0761,0.11,2169,0.0899,-0.0287,1.94701087,-0.1624,-0.0106
202108,17093,"kendall, il",323117.5,-0.0209,0.1181,232,0.1048,-0.2905,37.5,0.013513514,-0.147727273,228,0.1633,0,0,,-1,68,0,-0.1053,479,-0.0224,0.0021,151.225,0.0073,0.1803,2026,-0.0175,-0.0919,364851.908,-0.0421,0.0881,711,0.0157,-0.1168,2.064655172,-0.2687,0.6029
202108,13039,"camden, ga",298200,-0.0027,-0.0027,139,0.121,-0.3624,33.5,0.116666667,-0.468253968,100,-0.0385,0.087,0,-1,-1,36,0.5,0.2857,233,-0.0567,0.3164,142.3458457,-0.0255,0.1089,1998,0.0236,-0.0707,352322.6049,-0.0293,0.0072,372,0.0027,-0.0582,1.676258993,-0.3157,0.8643
202108,13115,"floyd, ga",219950,-0.0835,-0.1167,273,0.046,-0.1278,42,0.2,-0.353846154,160,-0.0476,0.5385,0,,-1,88,0.1,0.5714,275,0.03,0.2222,97.49446506,0.051,0.1129,1262,0.0955,-0.1106,309872.2774,-0.0514,-0.0731,548,0.0379,0.0186,1.007326007,-0.0157,0.2885
202108,22113,"vermilion, la",187200,-0.0978,0.04,100,0.0638,-0.0291,81.5,0.429824561,-0.238317757,28,-0.125,0,0,,,20,1.5,0.25,69,0.1695,0.15,89.18617614,-0.1126,0.0343,2010,0.0055,-0.0568,226416.4211,-0.025,0.0026,169,0.1046,0.0368,0.69,0.0623,0.1075
202108,48469,"victoria, tx",282450,0.0663,0.035,161,0.2385,-0.2615,41,-0.18,-0.422535211,84,0.5,0.2353,0,,,64,1,-0.0588,117,-0.1269,0.0086,138.3134644,-0.0025,0.0758,1956,0.0393,-0.0838,336318.4119,0.0065,0.0364,278,0.053,-0.1677,0.726708075,-0.3041,0.1946
202108,42049,"erie, pa",154950,-0.088,-0.0609,348,0.061,-0.1792,38.5,0.040540541,-0.347457627,252,-0.0156,0.1455,0,,,120,0.4286,0,505,0.0543,-0.0307,111.9590075,-0.0404,0.0908,1511,-0.0239,-0.0952,268190.4751,-0.0401,0.1149,853,0.057,-0.0974,1.451149425,-0.0092,0.2224
202108,45059,"laurens, sc",286445,0.0814,0.396,106,0.1398,-0.0364,42.5,0.328125,-0.166666667,88,0.375,0.5714,20,,-0.1667,28,0.1667,0.4,174,-0.0794,-0.0543,0,,,0,,,348136.8676,0.0661,0.1168,280,-0.0071,-0.0476,1.641509434,-0.3907,-0.0312
202108,13255,"spalding, ga",274700,-0.0492,0.2498,213,0.449,0.4013,26,-0.161290323,-0.35,144,0.3333,0.2857,12,0,2,48,1,0.5,240,-0.04,0.3559,114.9476351,-0.0091,0.2438,1591.5,-0.1114,-0.1163,297090.7089,-0.0304,0.1608,453,0.1411,0.3769,1.126760563,-0.5739,-0.0377
202108,55089,"ozaukee, wi",469950,0.0001,-0.0961,131,0.0155,-0.3702,55.5,0.290697674,0.067307692,96,0.0435,-0.2,4,0,,32,0,-0.3846,166,-0.0879,-0.2019,202.3138834,-0.0326,0.0993,1800,0.0429,-0.1655,540874.364,0.0171,-0.0797,297,-0.045,-0.2861,1.267175573,-0.1437,0.2672
202108,4015,"mohave, az",392450,-0.0186,0.2268,554,0.1352,-0.1411,41.5,0.012195122,-0.389705882,368,0.1358,0.2432,16,-0.2,-0.6,200,0.1628,0.3158,1021,-0.0485,-0.0727,235.4568855,0.0103,0.2635,1699,-0.0162,-0.0099,480223.8963,-0.0365,0.2073,1575,0.009,-0.0979,1.842960289,-0.3558,0.136
202108,18091,"la porte, in",229950,-0.0717,-0.1917,195,0.0955,-0.0201,36.5,0.042857143,-0.255102041,132,0.0645,0.32,0,,,68,-0.1053,0.3077,141,0.119,-0.0784,129.0114823,-0.0054,-0.0255,1845,-0.0217,-0.0884,401997.7146,-0.0073,-0.0503,336,0.1053,-0.0455,0.723076923,0.0152,-0.0458
202108,17179,"tazewell, il",135700,0.077,0.0059,235,0.0682,-0.5155,31.5,-0.015625,-0.357142857,160,0.0256,-0.2857,0,,,96,0.0435,-0.5862,298,0.0136,-0.0687,83.7228525,0.0038,0.0414,1754,0.0342,-0.0057,193426.73,0.0125,0.1536,533,0.037,-0.3379,1.268085106,-0.0683,0.6083
202108,12081,"manatee, fl",435000,0.0238,0.2832,616,0.0512,-0.6625,35.5,-0.013888889,-0.436507937,588,0,-0.16,44,0.2222,-0.78,192,0.0667,-0.6279,1415,-0.0221,-0.1346,240.3675499,0.0402,0.3342,1797,0.0062,-0.0349,792489.1977,0.1149,0.4774,2031,-0.001,-0.413,2.297077922,-0.1722,1.4012
202108,6097,"sonoma, ca",857000,-0.0092,0.0714,754,-0.0182,-0.0444,38,0.085714286,-0.173913043,548,-0.068,0.1709,24,0.2,0.5,272,0.0968,0.0968,602,-0.0681,-0.1509,475.144547,0.0109,0.1222,1821,-0.013,-0.0267,1438545.75,-0.0296,0.0782,1356,-0.041,-0.0948,0.798408488,-0.0427,-0.1002
202108,55031,"douglas, wi",208750,-0.0507,-0.0055,90,0.0227,-0.3333,52,0.238095238,-0.267605634,40,-0.3333,-0.2308,0,,,20,0,-0.375,102,-0.0286,0.0515,133.3686239,-0.0661,0.0578,1520.5,0.013,-0.0614,277575.0765,-0.0779,-0.0347,192,-0.0052,-0.1724,1.133333333,-0.0598,0.4148
202108,36055,"monroe, ny",199900,0,-0.0914,616,-0.0299,-0.1895,11,0.1,-0.45,856,-0.1301,0.0142,12,0,-0.5714,168,-0.0233,-0.2364,88,0.2055,-0.1373,122.7240545,-0.0153,0.0084,1696,-0.0117,-0.023,268497.0291,0.0003,-0.0397,704,-0.0056,-0.1833,0.142857143,0.0279,0.0086
202108,27123,"ramsey, mn",289950,0.0002,0.0355,857,0.0959,-0.0127,28,-0.096774194,-0.096774194,756,-0.0503,0,12,0.5,0.5,352,0.3538,0.2941,846,-0.0764,-0.0473,182.7176031,-0.015,0.055,1648,0.0281,-0.0237,369881.5358,-0.0404,-0.0093,1703,0.0029,-0.0302,0.987164527,-0.1842,-0.0359
202108,28073,"lamar, ms",279900,0.0014,0.0371,141,0.093,-0.1706,44.5,0.171052632,-0.205357143,84,0,0.05,0,,,40,0.4286,-0.1667,196,0.0208,0.0316,113.9791351,0.0372,0.187,1906,0.0236,-0.0276,446813.797,-0.0694,0.2923,337,0.0498,-0.0639,1.390070922,-0.0983,0.2724
202108,36107,"tioga, ny",175000,-0.0535,-0.0535,126,0.0413,-0.125,59,0.053571429,-0.106060606,44,-0.2143,-0.2667,0,-1,,36,0,0.125,140,0,0.0769,94.22709924,-0.0044,0.0908,1920,-0.0259,-0.0244,223928.3082,-0.0572,0.0132,266,0.0192,-0.0292,1.111111111,-0.0459,0.2083
202108,37193,"wilkes, nc",263500,-0.1214,-0.3047,76,0.0411,-0.3719,51.5,0.072916667,-0.35625,48,-0.0769,0.3333,0,,,28,0.4,0.1667,92,-0.0108,0.0698,0,,,0,,,413393.4858,-0.0412,-0.1671,168,0.012,-0.1884,1.210526316,-0.0634,0.4998
202108,6019,"fresno, ca",399999.5,0,0.1429,873,0.0725,0.0872,25,0.136363636,-0.193548387,872,-0.0224,0.1237,36,0,-0.1818,240,0.2245,0.0526,608,0.0519,-0.1098,225.8663514,0.0153,0.1899,1865,0.0016,0.0048,542522.5223,-0.0204,0.1738,1481,0.0639,-0.0034,0.696449026,-0.0136,-0.1541
202108,41011,"coos, or",355500,0.0186,0.0186,157,0.0608,0.0537,44.5,0.1125,-0.282258065,80,-0.1667,0.3333,48,0.2,1.4,84,0.6154,0.1053,212,-0.0702,0.0653,213.7002342,-0.004,0.1176,1759,-0.0057,-0.0693,507952.6925,0.1059,-0.0227,369,-0.0186,0.0603,1.350318471,-0.1902,0.0147
202108,29077,"greene, mo",254950,-0.0002,0.1187,380,0.1111,-0.3635,29,0.035714286,-0.194444444,328,-0.012,-0.0787,4,-0.8,-0.9333,172,0.2286,0.0238,862,-0.0325,0.0106,121.5984217,-0.0293,0.0618,1873.5,0.0138,-0.0077,341786.1822,-0.0539,0.1346,1242,0.0073,-0.1434,2.268421053,-0.3368,0.8396
202108,36119,"westchester, ny",634000,-0.0246,-0.0798,5167,-0.0273,-0.1133,174,0.101265823,0.288888889,960,-0.1973,-0.2962,32,-0.1111,0.1429,516,-0.0786,-0.3102,1430,-0.0028,-0.0212,318.4013679,-0.0139,0.0065,1864,-0.0352,-0.1124,1009928.308,-0.0352,-0.0596,6597,-0.0221,-0.0948,0.276756338,0.0068,0.026
202108,22017,"caddo, la",150000,-0.0323,-0.1931,583,0.0918,-0.2268,54,0.421052632,-0.228571429,272,0.1333,0.2143,8,0,-0.3333,176,0.4667,-0.2281,437,-0.0046,13.0968,91.11012398,0.0027,-0.0802,1654.5,-0.0227,-0.1274,223858.6339,-0.0423,-0.1727,1020,0.0483,0.2994,0.749571184,-0.0725,0.7085
202108,48401,"rusk, tx",219900,0.0233,0.1886,75,-0.1071,-0.3697,53,-0.070175439,-0.231884058,44,0.2222,0,0,,,12,-0.5,-0.5714,75,0.087,0.5957,108.496308,0.0828,0.285,1954,-0.0365,-0.023,281008.1637,0.0133,0.2753,150,-0.0196,-0.0964,1,0.1786,0.605
202108,26027,"cass, mi",236950,-0.1384,-0.0704,84,0.0909,-0.2696,48,0.090909091,-0.376623377,48,0,0.3333,0,,,24,-0.1429,-0.1429,112,0.1667,-0.1515,152.9015558,-0.1142,0.0572,1643,-0.0611,-0.0872,474608.1186,0.006,0.2916,196,0.1329,-0.2065,1.333333333,0.0866,0.1855
202108,48181,"grayson, tx",327057.5,-0.0063,0.3082,282,0.119,-0.3517,36,0.028571429,-0.345454545,220,0,-0.0179,12,0,-0.5714,112,0.1667,0,339,-0.0397,-0.1102,163.6343509,0.0149,0.2374,2032,0.0059,0.0639,464391.5665,0.0236,0.3041,621,0.0264,-0.239,1.20212766,-0.1987,0.3263
202108,48471,"walker, tx",241500,-0.0143,0.0733,69,-0.0548,-0.6745,48,0,-0.094339623,36,-0.1818,-0.3571,0,,,28,0.1667,-0.3636,79,-0.0482,-0.1124,141.4181564,0.0437,0.142,1737,-0.0461,-0.0646,328285.1806,0.0899,0.2021,148,-0.0513,-0.5083,1.144927536,0.0079,0.7251
202108,24047,"worcester, md",442450,0.0171,0.229,335,0.0245,-0.3121,48.5,0.154761905,-0.163793103,204,0,-0.1639,12,-0.4,-0.625,84,0.05,-0.0455,386,0.1124,2.7843,314.4466625,0.0453,0.3246,1512,-0.0449,0,616200.1657,0.0289,0.2854,721,0.0697,0.2241,1.152238806,0.0911,0.9428
