month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202108,2575,"west tisbury, ma",*,3100000,-0.0462,1.0275,14,0,-0.6111,46.5,1.113636364,,4,-0.75,-0.6667,0,,,0,,,9,0.125,-0.4375,855.7422969,-0.0681,0.5566,3376,-0.0966,0.1538,2910285.714,-0.1983,-0.0316,23,0.0455,-0.5577,0.642857143,0.0714,0.1984
202108,47803,"terre haute, in",,219990,0.0732,0.2222,67,0.0984,-0.1299,59.5,0.19,-0.508264463,40,0.1111,0.1111,0,,,12,-0.25,-0.25,86,0.1944,0.3871,112.2342909,0.0445,0.0643,1599,0,0.0527,206881.2888,0.1011,-0.0617,153,0.1504,0.1007,1.28358209,0.1033,0.4784
202108,48617,"clare, mi",,187775,0.0438,0.295,19,0,0.1875,52,-0.087719298,0.444444444,4,-0.6667,-0.5,0,,,8,0,,16,1.6667,-0.0588,104.4019799,-0.0306,0.1435,1741,0.0681,0.0363,274409.2262,0.017,0.6737,35,0.4,0.0606,0.842105263,0.5263,-0.2204
202108,98902,"yakima, wa",*,246500,-0.0592,,53,0.1778,,17.5,-0.270833333,,64,1,1.6667,0,,,28,0.4,1.3333,81,0.0385,0.5882,166.6325005,-0.0727,0.1688,1450,-0.0858,-0.2033,260415.7805,-0.0601,-0.0871,134,0.0894,0.7867,1.528301887,-0.205,-0.5967
202108,32112,"crescent city, fl",,280000,-0.0175,0.0409,21,-0.16,-0.125,82,0.301587302,-0.068181818,0,-1,-1,0,,,4,0,,11,-0.3125,-0.2667,157.8983516,-0.0665,0.3762,1415,-0.0623,-0.1455,499453.8462,-0.0793,0.4772,32,-0.2195,-0.1795,0.523809524,-0.1162,-0.1012
202108,11764,"miller place, ny",,607441.5,-0.0295,0.0867,37,0.2333,-0.3621,25,-0.264705882,-0.509803922,16,-0.2,-0.3333,0,,,8,1,-0.3333,27,0.5,-0.5846,0,-1,,0,-1,,659619.8503,-0.0602,0.0969,64,0.3333,-0.4797,0.72972973,0.1297,-0.391
202108,48317,"utica, mi",,257400,0.03,-0.0058,43,0.303,-0.1224,17,0.133333333,-0.19047619,56,0.0769,0.1667,4,,0,20,0.6667,0.6667,29,0.2609,0.0357,170.5826087,0.0145,0.1268,1550,0.058,-0.0719,299748.6936,0.0331,0.1458,72,0.2857,-0.0649,0.674418605,-0.0226,0.103
202108,83113,"big piney, wy",*,270000,0.1489,,22,-0.12,-0.0435,86,-0.173076923,0.075,4,0,0,0,,,4,,0,6,-0.3333,-0.25,125.464684,0.0546,0.2546,2101,0.0611,0.3115,334009.0909,0.162,0.6896,28,-0.1765,-0.0968,0.272727273,-0.0873,-0.0751
202108,44120,"cleveland, oh",,159000,0.0258,-0.205,69,0.1897,0.0299,36,-0.142857143,-0.357142857,36,-0.1,0.5,0,,-1,24,-0.1429,0.2,56,0.0182,0.2444,76.89868321,0.0648,-0.1847,1694.5,-0.041,-0.1644,265477.914,-0.0861,-0.1063,125,0.1062,0.1161,0.811594203,-0.1367,0.14
202108,46032,"carmel, in",,522450,-0.0753,0.0453,48,0.0909,-0.5596,29.5,-0.202702703,-0.358695652,72,0.5,0.125,0,-1,-1,20,0.6667,-0.5833,129,0.032,-0.1042,161.169626,0.0081,0.212,3294,-0.1145,-0.1836,741585.234,-0.0001,0.1896,177,0.0473,-0.3004,2.6875,-0.1534,1.3664
202108,45405,"dayton, oh",*,79900,0.1414,0.4527,22,0.0476,,22.5,-0.296875,-0.74137931,16,0,-0.2,0,,,4,-0.5,-0.6667,49,0.225,0.5806,51.20481928,0.2805,0.2201,1476,0.0438,0.0365,126740.7274,0.7667,1.1162,71,0.1639,-0.0405,2.227272727,0.3225,1.5063
202108,67152,"wellington, ks",,114900,0.0541,0.4922,17,0,-0.3704,47,0.382352941,-0.040816327,8,0,-0.3333,0,,,12,2,0,14,0,-0.3333,61.3449961,0.0593,0.079,1736,0.1964,0.1667,141636.7847,-0.0301,0.2362,31,0,-0.3542,0.823529412,0,0.0458
202108,11420,"south ozone park, ny",*,687000,0.0103,0.16,51,0.0625,,63,0.3125,-0.565517241,12,-0.25,-0.25,0,,,8,-0.3333,-0.5,15,-0.0625,-0.7414,0,,,0,,,676641.5904,-0.0396,0.1643,66,0.0313,-0.459,0.294117647,-0.0392,-0.6121
202108,75160,"terrell, tx",*,320000,0.1636,,40,0,-0.2727,41.5,0.596153846,0.220588235,36,0.125,-0.1,0,,,20,0.6667,-0.1667,55,-0.0517,0.1,163.128706,0.0577,0.3005,2186.5,0.0933,0.2304,358450.7704,0.0141,0.3092,95,-0.0306,-0.0952,1.375,-0.075,0.4659
202108,49676,"rapid city, mi",*,659500,0.0321,,19,0.3571,-0.1364,52.5,0.141304348,-0.403409091,8,0,1,0,,,4,,,11,-0.0833,0.375,256.1411682,-0.0027,0.7144,1800,0,-0.2777,661638.5965,-0.2508,0.3327,30,0.1538,0,0.578947368,-0.2782,0.2153
202108,72734,"gentry, ar",,310297,-0.0055,0.2412,30,0.4286,0.2,43.5,0.011627907,-0.387323944,12,0.5,0.5,0,,,4,0,-0.5,35,-0.1026,-0.3,159.2597827,0.0038,0.3689,1712.5,-0.1218,-0.1325,480430.2732,-0.0373,0.6511,65,0.0833,-0.1333,1.166666667,-0.6905,-0.8333
202108,31794,"tifton, ga",,157450,-0.0458,-0.2282,37,0.0882,-0.0513,42,-0.086956522,-0.333333333,16,0,0.3333,0,,,8,-0.3333,0,7,0.75,1.3333,90.84030669,-0.061,-0.1102,1655,-0.0195,-0.1289,175902.8805,-0.0014,-0.276,44,0.1579,0.0476,0.189189189,0.0715,0.1123
202108,47421,"bedford, in",,249900,-0.0004,0.2829,53,-0.0364,-0.0364,47.5,0.079545455,0.032608696,32,0.1429,0.6,0,,,24,0,1,44,-0.12,-0.2667,124.1866137,-0.0023,0.2117,1885,0.0771,-0.0005,268360.6066,-0.0422,0.0187,97,-0.0762,-0.1565,0.830188679,-0.0789,-0.2607
202108,64850,"neosho, mo",,219250,0.044,0.2187,77,0.1667,-0.0253,31,1.066666667,-0.367346939,48,-0.2,0.7143,0,,,24,0.5,0.2,103,0.0098,0.0957,113.5303067,-0.0007,0.3744,1950,0,-0.1096,281622.511,0.0329,0.1574,180,0.0714,0.0405,1.337662338,-0.2078,0.1478
202108,15237,"pittsburgh, pa",,274900,-0.1132,-0.0521,61,0.1509,0.0167,32,0.032258065,0.103448276,56,0.0769,0.2727,0,,,32,0.6,0.3333,80,-0.2079,-0.1667,164.6829779,0.0432,0.0628,1342,-0.0394,-0.1925,349392.1735,-0.1249,-0.084,141,-0.0844,-0.0962,1.31147541,-0.5942,-0.2885
202108,55807,"duluth, mn",*,177500,0.0143,,15,0.0714,,39.5,-0.0125,,12,-0.25,-0.25,0,,,4,-0.5,,29,-0.0938,0,134.1146921,0.0298,0.2327,1292,0.0173,0.0625,191079.0107,0.017,0.3169,44,-0.0435,0.1282,1.933333333,-0.3524,-0.9667
202108,78654,"marble falls, tx",*,534500,-0.0606,,88,0.4194,-0.2787,25,-0.137931034,,60,0.25,1.1429,0,,-1,28,0.1667,0.75,65,0.1818,-0.1975,250.7746987,-0.0172,0.4292,2236,-0.0933,-0.0257,708588.3409,0.0277,0.0552,153,0.3077,-0.2463,0.738636364,-0.1485,0.0747
202108,75063,"irving, tx",,449995,-0.0516,0.0844,43,-0.1224,-0.4028,32,0.142857143,-0.219512195,36,-0.25,0,0,,-1,16,-0.4286,-0.5,64,-0.0303,0.1852,192.9944114,0.0126,0.201,2397,0.0097,-0.1249,519931.3879,0.0024,0.1888,107,-0.0696,-0.1508,1.488372093,0.1414,0.7384
202108,70583,"scott, la",,316900,-0.0496,0.4084,19,0.2667,0,66.5,-0.51459854,-0.198795181,8,,1,0,,,4,,0,24,0.0435,0.8462,182.4634146,0.0997,0.4856,1900,-0.0073,-0.0952,409329.2875,0.2171,0.3975,43,0.1316,0.3438,1.263157895,-0.2702,0.5789
202108,83669,"star, id",*,581495,-0.0142,,102,0.7,,26,-0.103448276,,72,0.8,0.8,0,,-1,36,-0.1818,3.5,112,-0.0345,-0.388,284.9834843,0.0395,0.4136,2241,-0.011,-0.0286,754408.1581,0.0106,0.5296,214,0.2159,-0.0614,1.098039216,-0.8353,-2.9686
202108,11558,"island park, ny",*,649000,-0.0729,0.0384,25,-0.0385,,79.5,0.186567164,0.261904762,4,0,-0.6667,0,,,4,0,-0.5,10,0.1111,-0.7436,253.3011039,-0.2393,,1416.5,-0.2131,,738153.4731,-0.0538,0.1457,35,0,-0.5513,0.4,0.0538,-0.6
202108,56587,"vergas, mn",,213200,-0.5116,-0.5604,18,0.6364,0.0588,24.5,-0.183333333,-0.5625,0,-1,-1,0,,,0,-1,-1,4,3,3,253.4115962,0.0023,0.1393,918,-0.4291,-0.5552,441122.0652,-0.3245,-0.2889,22,0.8333,0.2222,0.222222222,0.1313,0.1634
202108,28504,"kinston, nc",,161250,-0.0509,-0.0227,18,-0.1429,-0.1429,52.5,0.3125,-0.153225806,12,-0.25,-0.25,0,,,4,-0.5,0,36,0.0588,0.2414,92.24376731,0.0068,0.143,1800.5,-0.0588,-0.204,195782.7982,-0.0634,-0.2109,54,-0.0182,0.08,2,0.381,0.619
202108,6423,"east haddam, ct",*,599000,0.1095,0.5165,28,-0.0968,,72,0.565217391,0.161290323,12,0.5,0.5,0,,,8,-0.3333,1,20,-0.0909,,302.2199798,0.3329,0.4057,2581.5,0.1644,0.2459,729660.9179,0.0791,0.4525,48,-0.0943,0.2308,0.714285714,0.0046,0.7143
202108,54456,"neillsville, wi",,164900,0,0.0639,29,-0.0938,-0.3256,45,0.071428571,-0.476744186,8,0,0,0,,,4,-0.5,0,0,-1,-1,101.1292271,0.0546,0.0916,1545,-0.0804,-0.0457,203380.303,-0.0151,0.0134,29,-0.1212,-0.3556,0,-0.0313,-0.0465
202108,60411,"chicago heights, il",*,152450,0.0163,,74,0.0423,-0.2043,51,0.02,-0.25,52,0.0833,0.8571,0,-1,-1,12,0,-0.5,171,0,0.2955,114.6483896,0.0342,0.4953,1179,-0.1732,-0.0109,199162.3256,-0.0101,0.2685,245,0.0124,0.0889,2.310810811,-0.0976,0.8915
202108,4743,"fort kent, me",*,169000,0.0569,0.4202,20,-0.1667,,72,0.714285714,-0.142857143,4,-0.5,0,0,,,0,-1,-1,5,0.6667,,83.33333333,0.0178,0.2,1792,0.0119,0.1546,231533.3333,0.1023,0.6054,25,-0.0741,-0.2188,0.25,0.125,0.25
202108,12134,"northville, ny",*,392500,0.0903,0.1578,16,0.2308,,38,-0.486486486,-0.612244898,4,-0.5,0,0,,,4,-0.5,0,8,-0.3846,-0.7143,213.5078463,0.0248,0.4026,1716,-0.025,-0.148,515815.1699,0.1582,0.3425,24,-0.0769,-0.4783,0.5,-0.5,-1.0556
202108,77474,"sealy, tx",,334993,0.1375,0.1356,39,0.0263,-0.1136,38,-0.321428571,-0.472222222,24,1,1,0,-1,,8,0,1,23,-0.2581,-0.2069,167.7337118,0.0359,0.2044,2036.5,0.0651,0.0223,355101.1366,-0.1563,-0.1901,62,-0.1014,-0.1507,0.58974359,-0.226,-0.0693
202108,75115,"desoto, tx",,318450,0.011,0.041,44,0.2941,-0.2667,33.5,-0.118421053,-0.202380952,56,0.2727,0.1667,4,-0.5,0,12,2,-0.25,69,0.1129,-0.4812,135.6072446,0.0075,0.2079,2354,-0.0309,-0.148,353140.19,-0.0365,0.054,113,0.1771,-0.4145,1.568181818,-0.2553,-0.6485
202108,77338,"humble, tx",*,231200,0.0057,0.1169,36,0.2414,-0.4375,22,-0.352941176,,44,0.2222,0.2222,0,,,8,1,-0.5,74,0.0278,-0.2292,115.3610866,-0.0274,0.0877,1971,-0.009,0.0303,244932.6935,-0.0575,0.1407,110,0.0891,-0.3125,2.055555556,-0.4272,0.5556
202108,75287,"dallas, tx",,403000,-0.0736,-0.0518,31,0.0333,-0.2051,32.5,0.354166667,-0.144736842,32,0,0.6,0,,,12,-0.5,-0.5,42,-0.0455,-0.125,194.9021533,0.0051,0.1659,2237.5,-0.0669,-0.1896,579830.5078,-0.0109,0.1493,73,-0.0135,-0.1609,1.35483871,-0.1118,0.1241
202108,8062,"mullica hill, nj",*,489499.5,-0.0934,-0.021,38,0,-0.1915,38,0.085714286,,24,-0.1429,0,0,,,4,-0.5,-0.6667,49,0.0889,7.1667,174.6541824,0.0481,0.1673,2629,-0.2043,-0.2542,635653.0496,-0.0443,0.1623,87,0.0482,0.6415,1.289473684,0.1053,1.1618
202108,63031,"florissant, mo",,137500,-0.0517,0.0659,40,-0.0476,0.1765,29.5,0.282608696,-0.280487805,72,-0.1429,0.2,0,,,12,0.5,2,148,0.1212,0.1298,113.1195597,0.014,0.1443,1250,0.0016,0.0032,156996.5683,0.0503,0.1128,188,0.0805,0.1394,3.7,0.5571,-0.1529
202108,22041,"falls church, va",,349999.5,0.0029,0.0972,42,0.0244,0.8261,31.5,0.125,0.96875,36,0,0.2857,0,,,12,-0.25,0.5,34,0.0303,0.8889,269.8356808,0.0003,0.0306,1303,-0.0136,0.0407,403283.0091,0.0852,-0.2397,76,0.027,0.8537,0.80952381,0.0046,0.0269
202108,8028,"glassboro, nj",*,259950,0.0571,0.1062,34,-0.0286,-0.0286,50,-0.038461538,,16,-0.4286,-0.5556,0,-1,,8,1,1,44,-0.0833,4.5,146.5824702,0.0184,0.2951,1753.5,0.1197,0.0148,271390.3628,0.1206,0.1421,78,-0.0602,0.814,1.294117647,-0.0773,1.0655
202108,6062,"plainville, ct",*,234949.5,-0.0598,,21,0.3125,,20.5,0.078947368,,20,0.25,-0.1667,0,,,8,0,0,43,-0.0851,,175.1653353,0.1783,0.1958,1370,-0.1496,-0.1081,243182.8458,0.0044,0.0399,64,0.0159,0.1228,2.047619048,-0.8899,2.0476
202108,84067,"roy, ut",*,399000,-0.0025,,23,0.0455,0.6429,8.5,0.0625,-0.227272727,44,0.1,0.375,0,-1,,8,-0.5,1,63,0.05,-0.3152,202.7924048,0.0461,0.3249,1914.5,-0.035,-0.1041,396174.3341,-0.0254,0.3163,86,0.0488,-0.1887,2.739130435,0.0119,-3.8323
202108,1832,"haverhill, ma",*,367450,-0.3001,,17,0.3077,,22.5,1.045454545,,28,0.4,0.4,0,,,0,,-1,8,-0.1111,-0.5,234.8744881,-0.0044,-0.0271,1671,-0.2405,-0.1632,410191.6467,-0.229,-0.06,25,0.1364,-0.1379,0.470588235,-0.2217,-0.7602
202108,20832,"olney, md",*,579900,0.1715,,18,-0.1429,,29,0,,28,0,0.75,0,,,8,0,1,40,0.2903,1.3529,245.0944872,-0.029,0.0394,2327.5,0.3772,-0.0011,611810.6352,-0.1084,0.0232,58,0.1154,1.0714,2.222222222,0.746,0.6768
202108,35217,"birmingham, al",,65000,0.0851,0.1628,21,-0.0455,-0.4167,61.5,0.28125,-0.0390625,8,0,1,0,-1,,4,0,-0.5,17,-0.1905,-0.15,46.48301122,-0.0137,0.0093,1358,0.0104,0.0778,72512.53882,0.0147,0.0157,38,-0.1163,-0.3214,0.80952381,-0.145,0.254
202108,95111,"san jose, ca",,907444,0.0083,0.1134,23,-0.08,-0.1481,25.5,-0.055555556,-0.120689655,32,-0.1111,0.6,0,,,4,-0.5,-0.5,37,0.1563,0.4231,639.1663103,-0.0089,0.1961,1279,-0.0184,0.0151,871594.603,-0.0207,-0.0033,60,0.0526,0.1321,1.608695652,0.3287,0.6457
202108,76244,"keller, tx",*,366243,0.0173,,78,0.0263,-0.3217,29.5,0.404761905,-0.157142857,80,-0.2593,-0.2857,4,0,,36,0.125,-0.5714,149,-0.0915,-0.1768,150.4986923,0.0108,0.209,2544.5,0.0273,0.0034,387316.3087,0.019,0.1883,227,-0.0542,-0.2331,1.91025641,-0.2476,0.3363
202108,55963,"pine island, mn",,304950,-0.0163,0.0168,15,-0.2105,0.3636,199,2.061538462,1.186813187,4,0,0,0,,,0,,,16,0,-0.2,183.509664,0.0521,0.163,2071,-0.0412,0.0005,392056.9444,-0.038,0.1674,31,-0.1143,0,1.066666667,0.2246,-0.7515
202108,76123,"fort worth, tx",,317500,-0.0316,0.1636,45,-0.0625,-0.3284,35.5,0.775,0.109375,56,-0.3333,0.0769,0,-1,-1,12,-0.25,-0.5,110,0.0891,0.0476,145.8820791,0.0172,0.2704,2321,-0.0085,-0.0157,355331.6426,-0.0223,0.262,155,0.0403,-0.0988,2.444444444,0.3403,0.8773
202108,73703,"enid, ok",,182400,-0.1473,-0.0141,82,0.0789,-0.3543,36,-0.142857143,-0.462686567,56,0.1667,0,0,,,36,0.125,-0.25,119,0.1333,0.2143,103.6678587,0.0272,0.0556,1896,-0.0902,-0.1048,253687.3406,0.0132,0.0339,201,0.1105,-0.1067,1.451219512,0.0696,0.6796
202108,45322,"englewood, oh",*,209450,0.3091,,35,0.75,,12,-0.294117647,,48,0.3333,0.7143,0,,,12,2,2,82,0.2059,0.2059,116.0185288,0.0434,0.369,1680,0.0573,0.123,211245.8693,0.1721,0.2533,117,0.3295,0.2857,2.342857143,-1.0571,-0.6137
202108,35501,"jasper, al",,192500,-0.0128,0.133,36,0.3333,-0.122,46.5,0.291666667,-0.138888889,16,3,0.3333,0,,,8,-0.5,0,7,-0.2222,2.5,95.79406342,0.0114,0.2122,1794,-0.1457,-0.1656,199347.108,-0.0113,0.0972,43,0.1944,0,0.194444444,-0.1389,0.1457
202108,67212,"wichita, ks",,207000,0.0781,0.0621,26,0.625,0.04,20.5,-0.378787879,-0.378787879,36,-0.1818,0.125,0,,,16,1,0.3333,93,0.0449,-0.0412,95.96172962,-0.0005,0.0537,2135.5,0.0561,0.0257,211358.6149,0.0662,0.0877,119,0.1333,-0.0246,3.576923077,-1.9856,-0.3031
202108,80214,"denver, co",,525500,0.0106,0.0204,31,0.0333,-0.1389,25.5,0.7,-0.3625,36,0,0.125,0,-1,,8,-0.3333,-0.5,56,0,-0.1765,394.5035461,0.1406,0.221,1340,-0.0276,-0.2066,562484.6917,0.0113,0.0523,87,0.0116,-0.1635,1.806451613,-0.0602,-0.0824
202108,28804,"asheville, nc",,652500,-0.1242,-0.0605,57,0.1633,-0.4412,39,-0.235294118,-0.551724138,24,-0.4,-0.25,0,,,24,2,-0.4,45,0.0465,-0.3382,303.7707435,-0.0868,0.1208,2466,-0.0268,-0.0214,1432103.586,0.0892,0.5959,102,0.1087,-0.4,0.789473684,-0.0881,0.1228
202108,35802,"huntsville, al",*,322450,-0.0761,,26,0.2381,-0.35,22.5,-0.0625,-0.540816327,24,0.2,0.2,0,,,4,0,-0.75,0,,,135.1905257,-0.0843,0.011,2410.5,0.0395,-0.328,485609.1506,-0.0663,-0.1603,26,0.2381,-0.35,0,0,0
202108,54876,"stone lake, wi",,425000,0.0652,0.0625,14,-0.125,-0.5882,48,0.230769231,-0.460674157,0,-1,-1,0,,,0,,-1,3,0,-0.4,207.5266191,-0.1367,-0.0252,2162,0.4808,0.126,471155.4167,0.0697,-0.0116,17,-0.1053,-0.5641,0.214285714,0.0268,0.0672
202108,83401,"idaho falls, id",*,435000,0.0235,,62,0.1923,,20,0.428571429,,56,-0.1765,0.2727,0,,-1,28,0.1667,0.4,6,1,0.5,162.4312445,0.027,0.3283,2860.5,0.0478,0.0009,516195.3534,0.0537,0.347,68,0.2364,0.3878,0.096774194,0.0391,0.0079
202108,48363,"oakland, mi",*,805857,0.0074,,21,-0.16,-0.1923,81.5,0.94047619,,4,-0.75,-0.6667,0,,-1,0,-1,-1,6,0,0.2,244.9214578,0.0831,0.3952,3515.5,-0.039,-0.0347,918396.36,0.0081,0.2479,27,-0.129,-0.129,0.285714286,0.0457,0.0934
202108,75757,"bullard, tx",,372500,-0.0337,0.1465,59,0.4048,-0.3059,35.5,0.183333333,-0.260416667,24,-0.25,-0.4,0,,,16,1,-0.5556,53,-0.0862,-0.2639,171.9115621,-0.0025,0.1856,2234.5,-0.0251,-0.0516,499837.4294,-0.0589,0.1845,112,0.12,-0.2866,0.898305085,-0.4826,0.0512
202108,49713,"boyne falls, mi",*,299000,0.5025,,13,-0.0714,,69.5,0.053030303,,4,,0,0,,,0,,,0,,,210.6730116,0.2146,0.1482,1350,0.0385,-0.2445,290385.7143,0.245,-0.0966,13,-0.0714,-0.6176,0,0,0
202108,73109,"oklahoma city, ok",*,149450,-0.0037,,14,0.5556,,40.5,-0.138297872,,4,-0.6667,,0,,,4,,,14,0.0769,-0.125,103.620065,-0.0052,0.145,1370.5,0.1421,0.4187,167451.5625,0.0704,0.7305,28,0.2727,0.2727,1,-0.4444,-1.6667
202108,27615,"raleigh, nc",,514900,0.0156,-0.2197,40,-0.0476,-0.4737,20.5,0.576923077,-0.523255814,52,0.0833,-0.1333,0,,,16,-0.2,-0.3333,38,-0.05,-0.5529,216.8914765,0.0829,0.1857,2507.5,-0.0262,-0.2759,825225.7411,0.0879,0.0337,78,-0.0488,-0.5155,0.95,-0.0024,-0.1684
202108,98208,"everett, wa",*,664475,0.0223,,33,0.2222,-0.5286,18.5,-0.159090909,0.321428571,68,-0.1053,-0.2917,0,,-1,12,2,0,90,-0.0323,-0.0323,346.7112831,0.0732,0.2282,1813,-0.0232,-0.0189,680957.0056,0.0381,0.256,123,0.025,-0.2454,2.727272727,-0.7172,1.3987
202108,60452,"oak forest, il",,249999,0.002,0.1116,38,0.2667,0.0556,27.5,0.30952381,-0.345238095,60,0.25,0.875,0,,,20,0.6667,0.25,85,-0.023,-0.1748,168.0919108,0.1066,0.2046,1302.5,0.0192,-0.1011,239718.3407,0.0182,0.1447,123,0.0513,-0.1151,2.236842105,-0.6632,-0.6243
202108,91737,"rancho cucamonga, ca",,998000,0.0289,0.0618,20,0.1765,-0.5918,21,-0.382352941,-0.4,24,0.2,-0.4,0,,,4,,-0.5,28,-0.1515,-0.3333,383.422453,0.0491,0.2222,2869.5,0.0898,-0.0818,1093296.202,0.1026,0.0353,48,-0.04,-0.4725,1.4,-0.5412,0.5429
202108,96022,"cottonwood, ca",*,385000,-0.0831,-0.0126,34,0.0968,,28,0.272727273,-0.428571429,28,0.1667,0.4,0,,,12,0.5,2,13,0.1818,-0.5517,242.716763,-0.015,0.2147,1639,-0.0067,-0.1499,463204.004,-0.0851,0.0489,47,0.119,-0.2985,0.382352941,0.0275,-0.3808
202108,35904,"gadsden, al",*,109950,0.2509,-0.0643,25,0.087,,25,0.041666667,-0.761904762,12,-0.25,2,0,,,0,-1,-1,0,,-1,71.65346954,0.2043,0.1506,1568,0.0453,-0.1574,140560.3519,0.0857,0.0864,25,0.087,-0.2647,0,0,-0.1333
202108,55448,"minneapolis, mn",*,279000,-0.0697,0.0053,29,0.0357,-0.3256,27,-0.035714286,,40,0,-0.2857,0,,-1,4,-0.6667,-0.6667,55,-0.0678,-0.2568,165.8871822,0.0499,0.1177,1744,-0.0354,-0.0354,294572.7551,0.0022,0.0386,84,-0.0345,-0.2821,1.896551724,-0.2106,0.1756
202108,14845,"horseheads, ny",*,229900,-0.1124,,52,0.0612,,32.5,0.015625,,28,-0.125,0.4,0,,,20,0.25,0,62,0.1481,0.2653,110.2427062,-0.0923,-0.0425,2095,-0.0024,-0.1016,240930.537,-0.1248,-0.1213,114,0.1068,0.2955,1.192307692,0.0903,-0.0641
202108,87935,"elephant butte, nm",,511000,0.0323,0.4604,21,-0.0455,0.1053,94,0.175,-0.069306931,4,0,,0,,,4,,,5,-0.4444,1.5,182.1278826,-0.0096,0.209,2913,-0.0908,0.2062,584865.9842,0.0035,0.4308,26,-0.1613,0.2381,0.238095238,-0.171,0.1328
202108,37130,"murfreesboro, tn",,387495,-0.031,0.0916,41,0.2813,-0.5119,12,-0.142857143,-0.52,52,0.3,-0.2353,4,0,-0.75,16,0.3333,-0.2,32,0.1852,-0.5152,182.881739,0.0163,0.2046,2072,-0.1194,-0.1026,637434.6364,-0.0681,0.2,73,0.2373,-0.5133,0.780487805,-0.0633,-0.0052
202108,73080,"purcell, ok",,189500,0.0528,-0.2262,18,0.6364,0.2,34.5,0.014705882,-0.43442623,8,0,1,0,,,4,,0,17,0.0625,0.1333,118.2324841,0.0431,0.0017,1726,-0.0347,-0.1897,317023.9899,-0.2151,-0.1175,35,0.2963,0.1667,0.944444444,-0.5101,-0.0556
202108,94903,"san rafael, ca",,757500,-0.0862,-0.0519,45,-0.1,-0.0217,39,0.114285714,0.054054054,36,1.25,-0.1818,0,,,8,0,-0.3333,31,-0.0882,-0.0313,584.9317609,0.001,0.0128,1235,-0.0637,-0.0206,1001877.522,-0.014,0.0503,76,-0.0952,-0.0256,0.688888889,0.0089,-0.0068
202108,95240,"lodi, ca",,487000,0.0428,0.0822,50,-0.0196,0.0638,35,0.666666667,-0.270833333,56,-0.0667,0.75,4,,,16,0.3333,0,70,0.0145,0.0938,310.8361901,-0.0243,0.1401,1568.5,0.0113,-0.1213,665750.0735,-0.018,-0.1013,120,0,0.0811,1.4,0.0471,0.0383
202108,7086,"weehawken, nj",,898000,-0.0547,-0.1821,157,0.0397,0.1894,51.5,0.095744681,0.256097561,36,-0.25,-0.25,0,,,24,0.5,0.2,1,-0.5,,270.872381,,-0.1874,477.5,,-0.3633,1160383.76,-0.0429,-0.0474,158,0.0327,0.197,0.006369427,-0.0069,0.0064
202108,99654,"wasilla, ak",,402000,0.0593,0.1198,101,0.0632,-0.2734,25,-0.038461538,-0.456521739,64,-0.2,-0.1111,4,-0.5,-0.6667,52,0.625,0.0833,0,,,198.5586972,0.0035,0.082,2104.5,0.0439,0.0403,494098.8333,0.0734,0.2139,101,0.0632,-0.2734,0,0,0
202108,90062,"los angeles, ca",,730000,0.021,0.0815,24,0.0435,-0.0769,43.5,-0.585714286,-0.475903614,12,0.5,0.5,0,,,4,0,-0.5,19,-0.1364,0.1176,500.3340013,0.0121,0.0463,1485.5,0.0231,0.0064,771632.6418,0.069,0.1698,43,-0.0444,0,0.791666667,-0.1649,0.1378
202108,48732,"essexville, mi",*,164900,0.4228,,17,0.0625,,29.5,0.017241379,,12,0,0.5,0,,,12,2,,23,0,-0.08,102.8969957,0.021,0.1834,1500,0.25,-0.1667,163740.0327,0.0561,-0.235,40,0.0256,0.0811,1.352941176,-0.0846,-0.7304
202108,71220,"bastrop, la",*,116750,0.1675,,15,0.0714,,116,-0.100775194,,4,0,-0.5,0,,,0,-1,-1,17,-0.2273,-0.2609,72.2558129,0.062,0.1366,1873,-0.054,0,124116.6673,-0.0516,-0.0886,32,-0.1111,-0.5676,1.133333333,-0.4381,0.6824
202108,10926,"harriman, ny",,177000,-0.1146,-0.1146,17,-0.32,-0.3462,504.5,8.701923077,5.005952381,0,-1,-1,0,,,0,,-1,10,-0.0909,0,162.9726206,-0.0865,0.0245,964,-0.0568,-0.2917,296549.269,-0.0131,0.0617,27,-0.25,-0.25,0.588235294,0.1482,0.2036
202108,10566,"peekskill, ny",,362450,0.1,0.1152,108,0.0693,0.0485,83,-0.161616162,-0.319672131,28,-0.125,-0.125,0,,,8,0,-0.3333,28,-0.0345,-0.0345,229.4003345,-0.0151,0.0196,1307.5,0.0112,-0.0065,340355.7507,0.0272,0.0986,136,0.0462,0.0303,0.259259259,-0.0279,-0.0223
