month_date_yyyymm,country,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202108,United States,380000,-0.013,0.086,640716,0.0571,-0.2581,39,0.026315789,-0.303571429,431500,-0.0276,0.043,24456,-0.0588,-0.4557,185604,0.0952,-0.1226,680796,-0.0054,0.0168,184.28125,-0.0033,0.1549,1739.5,-0.0043,-0.0628,703919.5098,-0.0121,0.1016,1321512,0.0239,-0.138,1.062555017,-0.0669,0.2873
